Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,disVeg2,disHT2,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,dna_id,prevtags,first_action,exit_time,dummy
20,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,17-Jun-82,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,132
21,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,18-Jun-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,133
22,,CC,,,,,,,0,0,0,0,0,0,N,0,135,0,96,0,0,0,0,,,,2-Jun-82,100%,100%,0,0,0,0,,,,N,96,,,,,,,,,,,,,,,134
23,,CC,,,,,,,0,0,0,0,0,0,N,0,113,0,111,0,0,0,0,,,,18-Jun-82,100%,100%,0,0,0,0,,,,Y,111,,,,,,,,,,,,,,,135
24,,CC,,,,,,,0,0,0,0,0,0,N,0,96,0,63,0,0,0,0,,,,18-Jun-82,100%,100%,0,0,0,0,,,,N,63,,,,,,,,,,,,,,,136
25,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,2-Jun-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,137
26,,CC,,,,,,,0,0,0,0,0,0,N,0,65,0,60,0,0,0,0,,,,2-Jun-82,100%,100%,0,0,0,0,,,,N,60,,,,,,,,,,,,,,,138
27,,CC,,,,,,,0,0,0,0,0,0,N,0,103,0,99,0,0,0,0,,,,19-Jun-82,100%,100%,0,0,0,0,,,,Y,99,,,,,,,,,,,,,,,139
28,,CC,,,,,,,0,0,0,0,0,0,N,0,162,0,66,0,0,0,0,,,,19-Jun-82,100%,100%,0,0,0,0,,,,N,66,,,,,,,,,,,,,,,140
29,,CC,,,,,,,0,0,0,0,0,0,N,0,104,0,87,0,0,0,0,,,,19-Jun-82,100%,100%,0,0,0,0,,,,Y,87,,,,,,,,,,,,,,,141
30,,CC,,,,,,,0,0,0,0,0,0,N,0,103,0,83,0,0,0,0,,,,20-Jun-82,100%,100%,0,0,0,0,,,,N,83,,,,,,,,,,,,,,,142
31,,CC,,,,,,,0,0,0,0,0,0,N,0,137,0,131,0,0,0,0,,,,20-Jun-82,100%,100%,0,0,0,0,,,,Y,131,,,,,,,,,,,,,,,143
32,,CC,,,,,,,0,0,0,0,0,0,N,0,127,0,95,0,0,0,0,,,,21-Jun-82,100%,100%,0,0,0,0,,,,N,95,,,,,,,,,,,,,,,144
33,,CC,,,,,,,0,0,0,0,0,0,N,0,114,0,87,0,0,0,0,,,,21-Jun-82,100%,100%,0,0,0,0,,,,Y,87,,,,,,,,,,,,,,,145
34,,CC,,,,,,,0,0,0,0,0,0,N,0,132,0,99,0,0,0,0,,,,23-Jun-82,100%,100%,0,0,0,0,,,,Y,99,,,,,,,,,,,,,,,146
35,,CC,,,,,,,0,0,0,0,0,0,N,0,124,0,84,0,0,0,0,,,,25-Jun-82,100%,100%,0,0,0,0,,,,Y,84,,,,,,,,,,,,,,,147
36,,CC,,,,,,,0,0,0,0,0,0,N,0,97,0,79,0,0,0,0,,,,27-Jun-82,100%,100%,0,0,0,0,,,,Y,79,,,,,,,,,,,,,,,148
37,,CC,,,,,,,0,0,0,0,0,0,N,0,140,0,69,0,0,0,0,,,,28-Jun-82,100%,100%,0,0,0,0,,,,Y,69,,,,,,,,,,,,,,,149
38,,CC,,,,,,,0,0,0,0,0,0,N,0,161,0,151,0,0,0,0,,,,29-Jun-82,100%,100%,0,0,0,0,,,,Y,151,,,,,,,,,,,,,,,150
39,,CC,,,,,,,0,0,0,0,0,0,N,0,66,0,57,0,0,0,0,,,,30-Jun-82,100%,100%,0,0,0,0,,,,Y,57,,,,,,,,,,,,,,,151
40,,CC,,,,,,,0,0,0,0,0,0,N,0,129,0,115,0,0,0,0,,,,21-Jun-82,100%,100%,0,0,0,0,,,,N,115,,,,,,,,,,,,,,,152
41,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,24-Jun-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,153
42,,CC,,,,,,,0,0,0,0,0,0,N,0,128,0,115,0,0,0,0,,,,27-Jun-82,100%,100%,0,0,0,0,,,,N,115,,,,,,,,,,,,,,,154
43,,CC,,,,,,,0,0,0,0,0,0,N,0,113,0,96,0,0,0,0,,,,29-Jun-82,100%,100%,0,0,0,0,,,,N,96,,,,,,,,,,,,,,,155
44,,CC,,,,,,,0,0,0,0,0,0,N,0,109,0,100,0,0,0,0,,,,22-Jun-82,100%,100%,0,0,0,0,,,,N,100,,,,,,,,,,,,,,,156
45,,CC,,,,,,,0,0,0,0,0,0,N,0,82,0,0,0,0,0,0,,,,29-Jun-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,157
46,,CC,,,,,,,0,0,0,0,0,0,N,0,131,0,131,0,0,0,0,,,,25-Jun-82,100%,100%,0,0,0,0,,,,N,131,,,,,,,,,,,,,,,158
47,,CC,,,,,,,0,0,0,0,0,0,N,0,113,0,13,0,0,0,0,,,,30-Jun-82,100%,100%,0,0,0,0,,,,N,13,,,,,,,,,,,,,,,159
48,,CC,,,,,,,0,0,0,0,0,0,N,0,111,0,74,0,0,0,0,,,,27-Jul-82,100%,100%,0,0,0,0,,,,Y,74,,,,,,,,,,,,,,,160
49,,CC,,,,,,,0,0,0,0,0,0,N,0,102,0,82,0,0,0,0,,,,27-Jul-82,100%,100%,0,0,0,0,,,,N,82,,,,,,,,,,,,,,,161
50,,CC,,,,,,,0,0,0,0,0,0,N,0,122,0,90,0,0,0,0,,,,28-Jul-82,100%,100%,0,0,0,0,,,,Y,90,,,,,,,,,,,,,,,162
51,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,30-Jul-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,163
52,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,2-Jul-82,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,164
53,,CC,,,,,,,0,0,0,0,0,0,N,0,93,0,90,0,0,0,0,,,,3-Jul-82,100%,100%,0,0,0,0,,,,Y,90,,,,,,,,,,,,,,,165
54,,CC,,,,,,,0,0,0,0,0,0,N,0,115,0,111,0,0,0,0,,,,4-Jul-82,100%,100%,0,0,0,0,,,,Y,111,,,,,,,,,,,,,,,166
55,,CC,,,,,,,0,0,0,0,0,0,N,0,109,0,93,0,0,0,0,,,,4-Jul-82,100%,100%,0,0,0,0,,,,Y,93,,,,,,,,,,,,,,,167
56,,CC,,,,,,,0,0,0,0,0,0,N,0,145,0,106,0,0,0,0,,,,5-Jul-82,100%,100%,0,0,0,0,,,,Y,106,,,,,,,,,,,,,,,168
57,,CC,,,,,,,0,0,0,0,0,0,N,0,118,0,105,0,0,0,0,,,,6-Jul-82,100%,100%,0,0,0,0,,,,Y,105,,,,,,,,,,,,,,,169
58,,CC,,,,,,,0,0,0,0,0,0,N,0,140,0,75,0,0,0,0,,,,8-Jul-82,100%,100%,0,0,0,0,,,,Y,75,,,,,,,,,,,,,,,170
59,,CC,,,,,,,0,0,0,0,0,0,N,0,144,0,119,0,0,0,0,,,,9-Jul-82,100%,100%,0,0,0,0,,,,Y,119,,,,,,,,,,,,,,,171
60,,CC,,,,,,,0,0,0,0,0,0,N,0,87,0,83,0,0,0,0,,,,11-Jul-82,100%,100%,0,0,0,0,,,,Y,83,,,,,,,,,,,,,,,172
61,,CC,,,,,,,0,0,0,0,0,0,N,0,118,0,68,0,0,0,0,,,,12-Jul-82,100%,100%,0,0,0,0,,,,Y,68,,,,,,,,,,,,,,,173
62,,CC,,,,,,,0,0,0,0,0,0,N,0,140,0,118,0,0,0,0,,,,12-Jul-82,100%,100%,0,0,0,0,,,,Y,118,,,,,,,,,,,,,,,174
63,,CC,,,,,,,0,0,0,0,0,0,N,0,105,0,81,0,0,0,0,,,,14-Jul-82,100%,100%,0,0,0,0,,,,Y,81,,,,,,,,,,,,,,,175
64,,CC,,,,,,,0,0,0,0,0,0,N,0,99,0,92,0,0,0,0,,,,15-Jul-82,100%,100%,0,0,0,0,,,,Y,92,,,,,,,,,,,,,,,176
65,,CC,,,,,,,0,0,0,0,0,0,N,0,114,0,72,0,0,0,0,,,,16-Jul-82,100%,100%,0,0,0,0,,,,Y,72,,,,,,,,,,,,,,,177
66,,CC,,,,,,,0,0,0,0,0,0,N,0,99,0,84,0,0,0,0,,,,17-Jul-82,100%,100%,0,0,0,0,,,,Y,84,,,,,,,,,,,,,,,178
67,,CC,,,,,,,0,0,0,0,0,0,N,0,105,0,89,0,0,0,0,,,,17-Jul-82,100%,100%,0,0,0,0,,,,Y,89,,,,,,,,,,,,,,,179
68,,CC,,,,,,,0,0,0,0,0,0,N,0,83,0,37,0,0,0,0,,,,20-Jul-82,100%,100%,0,0,0,0,,,,Y,37,,,,,,,,,,,,,,,180
69,,CC,,,,,,,0,0,0,0,0,0,N,0,147,0,93,0,0,0,0,,,,22-Jul-82,100%,100%,0,0,0,0,,,,Y,93,,,,,,,,,,,,,,,181
70,,CC,,,,,,,0,0,0,0,0,0,N,0,82,0,67,0,0,0,0,,,,26-Jul-82,100%,100%,0,0,0,0,,,,Y,67,,,,,,,,,,,,,,,182
71,,CC,,,,,,,0,0,0,0,0,0,N,0,129,0,107,0,0,0,0,,,,27-Jul-82,100%,100%,0,0,0,0,,,,Y,107,,,,,,,,,,,,,,,183
72,,CC,,,,,,,0,0,0,0,0,0,N,0,80,0,80,0,0,0,0,,,,2-Jul-82,100%,100%,0,0,0,0,,,,N,80,,,,,,,,,,,,,,,184
73,,CC,,,,,,,0,0,0,0,0,0,N,0,83,0,77,0,0,0,0,,,,4-Jul-82,100%,100%,0,0,0,0,,,,N,77,,,,,,,,,,,,,,,185
74,,CC,,,,,,,0,0,0,0,0,0,N,0,89,0,52,0,0,0,0,,,,5-Jul-82,100%,100%,0,0,0,0,,,,N,52,,,,,,,,,,,,,,,186
75,,CC,,,,,,,0,0,0,0,0,0,N,0,137,0,91,0,0,0,0,,,,8-Jul-82,100%,100%,0,0,0,0,,,,N,91,,,,,,,,,,,,,,,187
76,,CC,,,,,,,0,0,0,0,0,0,N,0,125,0,0,0,0,0,0,,,,11-Jul-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,188
77,,CC,,,,,,,0,0,0,0,0,0,N,0,120,0,34,0,0,0,0,,,,12-Jul-82,100%,100%,0,0,0,0,,,,N,34,,,,,,,,,,,,,,,189
78,,CC,,,,,,,0,0,0,0,0,0,N,0,103,0,98,0,0,0,0,,,,16-Jul-82,100%,100%,0,0,0,0,,,,N,98,,,,,,,,,,,,,,,190
79,,CC,,,,,,,0,0,0,0,0,0,N,0,119,0,103,0,0,0,0,,,,17-Jul-82,100%,100%,0,0,0,0,,,,N,103,,,,,,,,,,,,,,,191
80,,CC,,,,,,,0,0,0,0,0,0,N,0,124,0,107,0,0,0,0,,,,21-Jul-82,100%,100%,0,0,0,0,,,,N,107,,,,,,,,,,,,,,,192
81,,CC,,,,,,,0,0,0,0,0,0,N,0,115,0,96,0,0,0,0,,,,26-Jul-82,100%,100%,0,0,0,0,,,,N,96,,,,,,,,,,,,,,,193
82,,CC,,,,,,,0,0,0,0,0,0,N,0,108,0,0,0,0,0,0,,,,3-Jul-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,194
83,,CC,,,,,,,0,0,0,0,0,0,N,0,116,0,97,0,0,0,0,,,,7-Jul-82,100%,100%,0,0,0,0,,,,N,97,,,,,,,,,,,,,,,195
84,,CC,,,,,,,0,0,0,0,0,0,N,0,142,0,56,0,0,0,0,,,,12-Jul-82,100%,100%,0,0,0,0,,,,N,56,,,,,,,,,,,,,,,196
85,,CC,,,,,,,0,0,0,0,0,0,N,0,118,0,108,0,0,0,0,,,,17-Jul-82,100%,100%,0,0,0,0,,,,N,108,,,,,,,,,,,,,,,197
86,,CC,,,,,,,0,0,0,0,0,0,N,0,137,0,121,0,0,0,0,,,,26-Jul-82,100%,100%,0,0,0,0,,,,N,121,,,,,,,,,,,,,,,198
87,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,4-Jul-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,199
88,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,14-Jul-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,200
89,,CC,,,,,,,0,0,0,0,0,0,N,0,105,0,86,0,0,0,0,,,,27-Jul-82,100%,100%,0,0,0,0,,,,N,86,,,,,,,,,,,,,,,201
90,,CC,,,,,,,0,0,0,0,0,0,N,0,102,0,17,0,0,0,0,,,,10-Jul-82,100%,100%,0,0,0,0,,,,N,17,,,,,,,,,,,,,,,202
91,,CC,,,,,,,0,0,0,0,0,0,N,0,91,0,73,0,0,0,0,,,,17-Jul-82,100%,100%,0,0,0,0,,,,N,73,,,,,,,,,,,,,,,203
92,,CC,,,,,,,0,0,0,0,0,0,N,0,113,0,63,0,0,0,0,,,,1-Aug-82,100%,100%,0,0,0,0,,,,Y,63,,,,,,,,,,,,,,,204
93,,CC,,,,,,,0,0,0,0,0,0,N,0,142,0,0,0,0,0,0,,,,6-Aug-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,205
94,,CC,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,9-Aug-82,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,206
95,,CC,,,,,,,0,0,0,0,0,0,N,0,98,0,0,0,0,0,0,,,,9-Aug-82,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,207
96,,CC,,,,,,,0,0,0,0,0,0,N,0,115,0,0,0,0,0,0,,,,17-Aug-82,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,208
1,,,,,,,,,0,0,0,0,0,0,N,72,0,0,0,0,0,0,0,,,11-Aug-83,31-May-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,209
2,,,,,,,,,102,0,100,0,0,0,N,70,0,0,112,0,0,0,0,,,11-Aug-83,2-Jun-83,100%,100%,0,0,0,0,,,,N,112,,,,,,,,,,,,,,,210
3,,,,,,,,,100,0,88,0,0,0,N,0,0,0,0,0,0,0,0,"relocated to point and washed over, eggs never found @ point",,,5-Jun-83,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,211
4,,,,,,,,,0,0,0,0,0,0,N,68,0,0,90,24,0,0,0,,,12-Aug-83,5-Jun-83,79%,79%,0,0,0,0,,,,N,114,,,,,,,,,,,,,,,212
5,,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,"washed over, not found",,,10-Jun-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,213
6,,,,,,,,,97,0,80,0,0,0,N,67,0,0,92,19,0,0,1,same as turtle 011? @ beside hatchery,,17-Aug-83,11-Jun-83,82%,82%,0,0,0,0,,,,Y,112,,,,,,,,,,,,,,,214
7,,,,,,,,,0,0,0,0,0,0,N,63,132,4,71,65,0,0,0,relocated 132+4broken @ beside hatchery,,14-Aug-83,12-Jun-83,51%,51%,0,0,0,0,,,,Y,140,,,,,,,,,,,,,,,215
8,,,,,,,,,107,0,96,0,0,0,N,61,112,0,85,21,0,1,1,relocated 112 eggs @ near hatchery,,13-Aug-83,13-Jun-83,79%,79%,0,0,0,0,,,,Y,107,,,,,,,,,,,,,,,216
9,,,,,,,,,0,0,0,0,0,0,N,62,113,0,29,81,0,0,0,relocated 113 eggs @ ?,,14-Aug-83,13-Jun-83,26%,26%,0,0,0,0,,,,Y,110,,,,,,,,,,,,,,,217
10,,,,,,,,,0,0,0,0,0,0,N,69,157,1,139,15,0,1,2,relocated 157+1 broken,,22-Aug-83,14-Jun-83,89%,88%,0,0,0,0,,,,Y,157,,,,,,,,,,,,,,,218
11,,,,,,,,,0,0,0,0,0,0,N,62,0,0,0,0,0,0,0,possible eaten by fox,,15-Aug-83,14-Jun-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,219
12,,,,,,,,,0,0,0,0,0,0,N,68,0,0,15,60,0,0,3,,,22-Aug-83,15-Jun-83,19%,19%,0,0,0,0,,,,N,78,,,,,,,,,,,,,,,220
13,,,,,,,,,112,0,97,0,0,0,N,61,0,0,131,5,0,1,1,,,15-Aug-83,15-Jun-83,96%,95%,0,0,0,0,,,,N,137,,,,,,,,,,,,,,,221
14,,,,,,,,,105,0,106,0,0,0,N,61,110,1,83,12,0,0,0,relocated 110+1 broken @ Capt. Charlies,,15-Aug-83,15-Jun-83,86%,86%,0,0,0,0,,,,Y,96,,,,,,,,,,,,,,,222
15,,,,,,,,,98,0,92,0,0,0,N,61,106,0,68,19,0,0,1,relocated 106 @ where laid,,16-Aug-83,16-Jun-83,77%,77%,0,0,0,0,,,,Y,88,,,,,,,,,,,,,,,223
16,,,,,,,,,0,0,0,0,0,0,N,63,103,2,78,17,0,0,0,relocated 103+2 broken @ S of hatchery,,18-Aug-83,16-Jun-83,80%,80%,0,0,0,0,,,,Y,97,,,,,,,,,,,,,,,224
17,,,,,,,,,0,0,0,0,0,0,N,57,167,2,120,32,0,0,2,relocated 167 + 2 broken @ west beach,,12-Aug-83,16-Jun-83,77%,77%,0,0,0,0,,,,Y,156,,,,,,,,,,,,,,,225
18,,,,,,,,,107,0,98,0,0,0,N,67,158,3,112,41,0,1,0,158 eggs relocated + 3 broken @ ?,,23-Aug-83,17-Jun-83,72%,71%,0,0,0,0,,,,Y,156,,,,,,,,,,,,,,,226
19,,,,,,,,,0,0,0,0,0,0,N,63,0,0,114,19,0,0,0,,,,2-Jan-83,86%,86%,0,0,0,0,,,,N,133,,,,,,,,,,,,,,,227
20,,,,,,,,,102,0,96,0,0,0,N,59,131,0,0,0,0,5,0,"131 eggs relocated, fox shredded shells @ where laid",,16-Aug-83,18-Jun-83,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,228
21,,,,,,,,,105,0,95,0,0,0,N,62,94,19,68,26,0,2,0,94 relocated + 19 broken @ hatchery,,19-Aug-83,18-Jun-83,60%,58%,0,0,0,0,,,,Y,113,,,,,,,,,,,,,,,229
22,,,,,,,,,0,0,0,0,0,0,N,64,0,0,0,0,0,0,0,nest washed over after hatched,,21-Aug-83,18-Jun-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,230
23,,,,,,,,,108,0,96,0,0,0,N,59,120,0,105,15,0,7,1,120 relocated,,17-Aug-83,19-Jun-83,87%,81%,0,0,0,0,,,,N,121,,,,,,,,,,,,,,,231
24,,,,,,,,,92,0,0,0,0,0,N,61,0,0,0,0,0,0,0,"at least 52 hatched, nest dug up",,21-Aug-83,21-Jun-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,232
25,,,,,,,,,100,0,98,0,0,0,N,54,0,0,0,0,0,0,0,nest dug up,,14-Aug-83,21-Jun-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,233
26,,,,,,,,,0,0,0,0,0,0,N,61,65,0,57,8,0,0,0,relocated 65 @ higher,,21-Aug-83,21-Jun-83,88%,88%,0,0,0,0,,,,Y,65,,,,,,,,,,,,,,,234
27,,,,,,,,,0,0,0,0,0,0,N,61,112,2,0,0,0,0,0,"112 eggs relocated + 2 broken, nest marker not found @ higher",,21-Aug-83,21-Jun-83,0%,0%,0,0,0,0,,,,Y,2,,,,,,,,,,,,,,,235
28,,,,,,,,,108,0,101,0,0,0,N,59,124,0,80,4,0,2,0,124 eggs relocated @ hatchery,,20-Aug-83,22-Jun-83,95%,93%,0,0,0,0,,,,Y,84,,,,,,,,,,,,,,,236
29,,,,,,,,,102,0,101,0,0,0,N,0,141,2,0,0,0,0,0,"141 eggs relocated + 2 broken, marker not found @ higher",,,24-Jun-83,0%,0%,0,0,0,0,,,,Y,2,,,,,,,,,,,,,,,237
30,,,,,,,,,0,0,0,0,0,0,N,65,116,1,99,6,0,0,0,116 eggs relocated + 1 broken,,28-Aug-83,24-Jun-83,93%,93%,0,0,0,0,,,,N,106,,,,,,,,,,,,,,,238
31,,,,,,,,,100,0,96,0,0,0,N,57,82,2,54,22,0,0,1,82 eggs relocated + 2 broken @ hatchery,,20-Aug-83,24-Jun-83,68%,68%,0,0,0,0,,,,Y,79,,,,,,,,,,,,,,,239
32,,,,,,,,,99,0,92,0,0,0,N,58,89,0,0,89,0,0,0,89 relocated @ higher,,21-Aug-83,24-Jun-83,0%,0%,0,0,0,0,,,,Y,89,,,,,,,,,,,,,,,240
33,,,,,,,,,119,0,109,0,0,0,N,0,0,0,0,0,0,0,0,marker not found @ ?,,,25-Jun-83,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,241
34,,,,,,,,,0,0,0,0,0,0,N,0,94,1,0,0,0,0,0,"94 eggs relocated + 1 broken, marker not found @ near hatchery",,,25-Jun-83,0%,0%,0,0,0,0,,,,Y,1,,,,,,,,,,,,,,,242
35,,,,,,,,,94,0,89,0,0,0,N,57,128,4,10,93,0,1,4,128 eggs relocated + 4 broken @ near hatchery,,23-Aug-83,27-Jun-83,9%,8%,0,0,0,0,,,,Y,111,,,,,,,,,,,,,,,243
36,,,,,,,,,99,0,88,0,0,0,N,57,94,3,5,82,0,0,0,94 eggs relocated + 3 broken @ near hatchery,,23-Aug-83,27-Jun-83,6%,6%,0,0,0,0,,,,Y,90,,,,,,,,,,,,,,,244
37,,,,,,,,,0,0,0,0,0,0,N,57,114,0,65,16,0,0,0,114 eggs relocated @ hatchery,,23-Aug-83,27-Jun-83,80%,80%,0,0,0,0,,,,Y,81,,,,,,,,,,,,,,,245
38,,,,,,,,,0,0,0,0,0,0,N,57,120,1,103,22,0,0,0,120 eggs relocated + 1 broken @ higher,,23-Aug-83,27-Jun-83,82%,82%,0,0,0,0,,,,Y,126,,,,,,,,,,,,,,,246
39,,,,,,,,,107,0,100,0,0,0,N,0,0,0,0,0,0,0,0,marker not found,,,28-Jun-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,247
40,,,,,,,,,0,0,0,0,0,0,N,59,124,3,0,0,0,0,0,124 eggs relocated + 3 broken @ near hatchery,,26-Aug-83,28-Jun-83,0%,0%,0,0,0,0,,,,Y,3,,,,,,,,,,,,,,,248
41,,,,,,,,,0,0,0,0,0,0,N,61,94,5,64,20,0,0,0,94 eggs relocated + 5 broken @ hatchery,,28-Aug-83,28-Jun-83,72%,72%,0,0,0,0,,,,Y,89,,,,,,,,,,,,,,,249
42,,,,,,,,,0,0,0,0,0,0,N,56,0,0,73,34,0,2,1,,,24-Aug-83,29-Jun-83,68%,66%,0,0,0,0,,,,N,108,,,,,,,,,,,,,,,250
43,,,,,,,,,0,0,0,0,0,0,N,61,116,0,55,61,0,0,0,116 eggs relocated @ hatchery,,28-Aug-83,28-Jun-83,47%,47%,0,0,0,0,,,,Y,116,,,,,,,,,,,,,,,251
44,,,,,,,,,0,0,0,0,0,0,N,61,137,0,97,32,0,1,0,137 eggs relocated @ hatchery,,30-Aug-83,30-Jun-83,75%,74%,0,0,0,0,,,,Y,129,,,,,,,,,,,,,,,252
45,,,,,,,,,0,0,0,0,0,0,N,0,112,0,97,15,0,0,0,112 eggs relocated,,,30-Jun-83,87%,87%,0,0,0,0,,,,N,112,,,,,,,,,,,,,,,253
46,,,,,,,,,106,0,94,0,0,0,N,61,116,8,0,0,0,0,0,116 eggs relocated + 8 broken,,30-Aug-83,30-Jun-83,0%,0%,0,0,0,0,,,,N,8,,,,,,,,,,,,,,,254
47,,,,,,,,,106,0,99,0,0,0,N,58,154,2,85,50,0,0,2,154 eggs relocated + 2 broken @ hatchery,,27-Aug-83,30-Jun-83,61%,61%,0,0,0,0,,,,Y,139,,,,,,,,,,,,,,,255
48,,,,,,,,,105,0,97,0,0,0,N,56,131,0,85,46,0,0,0,131 eggs relocated,,25-Aug-83,30-Jun-83,65%,65%,0,0,0,0,,,,N,131,,,,,,,,,,,,,,,256
49,,,,,,,,,0,0,0,0,0,0,N,57,132,0,91,9,0,0,0,132 eggs relocated,,26-Aug-83,30-Jun-83,91%,91%,0,0,0,0,,,,N,100,,,,,,,,,,,,,,,257
50,,,,,,,,,102,0,102,0,0,0,N,64,0,0,0,0,0,0,0,nest eroded @ hatchery,,3-Sep-83,1-Jul-83,0%,0%,0,0,0,0,,,,Y,0,,,,,,,,,,,,,,,258
51,,,,,,,,,106,0,102,0,0,0,N,62,131,9,54,74,0,0,0,131 eggs relocated + 9 broken @ hatchery,,1-Sep-83,1-Jul-83,39%,39%,0,0,0,0,,,,Y,137,,,,,,,,,,,,,,,259
52,,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,"marker not found, dune eroded",,,1-Jul-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,260
53,,,,,,,,,100,0,95,0,0,0,N,66,134,0,15,112,0,0,0,134 eggs relocated @ higher,,7-Sep-83,3-Jul-83,12%,12%,0,0,0,0,,,,Y,127,,,,,,,,,,,,,,,261
54,,,,,,,,,0,0,0,0,0,0,N,69,83,7,27,56,0,0,3,83 eggs relocated + 7 broken @ hatchery,,10-Sep-83,3-Jul-83,29%,29%,0,0,0,0,,,,Y,93,,,,,,,,,,,,,,,262
55,,,,,,,,,0,0,0,0,0,0,N,66,134,1,100,34,0,0,0,134 eggs relocated + 1 broken @ hatchery,,7-Sep-83,3-Jul-83,74%,74%,0,0,0,0,,,,Y,135,,,,,,,,,,,,,,,263
56,,,,,,,,,109,0,96,0,0,0,N,0,0,0,76,13,0,0,0,,,,3-Jul-83,85%,85%,0,0,0,0,,,,N,89,,,,,,,,,,,,,,,264
57,,,,,,,,,101,0,93,0,0,0,N,0,0,0,0,0,0,0,0,marker not found,,,4-Jul-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,265
58,,,,,,,,,90,0,89,0,0,0,N,70,104,0,95,5,0,0,0,104 eggs relocated @ hatchery,,13-Sep-83,5-Jul-83,95%,95%,0,0,0,0,,,,Y,100,,,,,,,,,,,,,,,266
59,,,,,,,,,94,0,86,0,0,0,N,0,0,0,0,0,0,0,0,marker not found,,,5-Jul-83,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,267
60,,,,,,,,,0,0,0,0,0,0,N,71,134,1,105,17,0,0,1,"134 eggs relocated + 1 broken, 121 recorded as hatching? @ hatchery",,14-Sep-83,5-Jul-83,85%,85%,0,0,0,0,,,,Y,124,,,,,,,,,,,,,,,268
61,,,,,,,,,94,0,99,0,0,0,N,64,107,2,35,72,0,0,1,"107 eggs relocated + 2 broken, 101 recorded as hatching @ hatchery",,8-Sep-83,6-Jul-83,32%,32%,0,0,0,0,,,,Y,110,,,,,,,,,,,,,,,269
62,,,,,,,,,0,0,0,0,0,0,N,0,0,0,90,10,0,0,1,,,,6-Jul-83,89%,89%,0,0,0,0,,,,N,101,,,,,,,,,,,,,,,270
63,,,,,,,,,97,0,90,0,0,0,N,0,105,2,18,86,0,0,0,105 relocated + 2 broken @ w beach,,,6-Jul-83,17%,17%,0,0,0,0,,,,Y,106,,,,,,,,,,,,,,,271
