Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,disVeg2,disHT2,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,dna_id,prevtags,first_action,exit_time,dummy
21,Y,Cc,,,QQM361,E,SSE831,A,104.5,0,93.5,98.6,0,76.6,N,58,144,0,100,17,24,4,12,,1:10:00 AM,6-Aug-99,9-Jun-99,78%,56%,0,0,0,0,33.84347,-77.96465,280,Y,129,33.84737,-77.97245,33.84347,-77.96465,280,,,,,,,,,,2186
22,Y,Cc,,,,,,,0,0,0,0,0,0,N,60,129,0,102,18,35,1,10,,12:50:00 AM,8-Aug-99,9-Jun-99,78%,51%,0,0,0,0,33.84342,-77.96445,280,Y,130,33.84747,-77.40417,33.84342,-77.96445,280,,,,,,,,,,2187
23,Y,Cc,,,SSA065,E,QQV495,A,105.6,0,93.4,96.3,0,69.3,N,0,142,0,111,31,1,0,0,,10:15:00 PM,3-Aug-99,9-Jun-99,78%,77%,0,0,0,0,33.85215,-77.95965,279,Y,142,33.85043,-77.98165,33.85215,-77.95965,279,,,,,,,,,,2188
24,Y,Cc,,,SSE870,A,SSE888,A,107.5,0,95,98,0,74,N,0,139,0,120,16,0,5,0,,11:55:00 PM,10-Aug-99,12-Jun-99,88%,85%,0,0,0,0,33.85093,-77.98322,281,Y,136,33.90077,-77.95067,33.85093,-77.98322,281,,,,,,,,,,2189
25,Y,Cc,,,QQJ998,A,QQP851,E,90.5,0,90,85.2,0,66.7,N,0,0,0,102,6,0,0,0,,1:33:00 AM,13-Aug-99,13-Jun-99,94%,94%,0,0,0,0,33.84997,-77.95975,279,N,108,33.84997,-77.95975,,,,279,,,,,,,,,2190
26,Y,Cc,,,SSN093,,SSJ634,,111.5,0,100.5,106,0,80.8,N,0,151,2,37,115,0,0,1,,2:00:00 AM,14-Aug-99,15-Jun-99,24%,24%,0,0,0,0,33.85172,-77.95933,280,Y,155,33.85188,-77.95933,33.85172,-77.95933,280,,,,,,,,,,2191
27,N,Cc,,,,,,,0,0,0,0,0,0,N,57,0,0,92,22,7,5,2,,5:00:00 AM,12-Aug-99,16-Jun-99,79%,69%,0,0,0,0,33.85133,-77.959,279,N,116,33.85133,-77.959,,,,279,,,,,,,,,2192
28,N,Cc,,,,,,,0,0,0,0,0,0,N,53,0,0,74,3,13,0,9,,5:00:00 AM,8-Aug-99,16-Jun-99,86%,71%,0,0,0,0,33.85665,-77.95987,278,N,86,33.85665,-77.95987,,,,278,,,,,,,,,2193
29,N,Cc,,,,,,,0,0,0,0,0,0,N,52,0,0,56,16,0,4,1,,6:00:00 AM,7-Aug-99,16-Jun-99,77%,71%,0,0,0,0,33.86203,-77.95928,279,N,73,33.86203,-77.95928,,,,279,,,,,,,,,2194
30,N,Cc,,,,,,,0,0,0,0,0,0,N,52,0,1,56,81,0,1,0,,5:45:00 AM,7-Aug-99,16-Jun-99,41%,40%,0,0,0,0,33.85173,-77.98512,281,N,138,33.85173,-77.98512,,,,281,,,,,,,,,2195
31,Y,Cc,,,SSN087,E,,,0,0,0,0,0,0,N,0,131,0,111,17,19,0,2,,3:45:00 AM,10-Aug-99,17-Jun-99,85%,71%,0,0,0,0,33.85357,-77.99032,281,Y,130,33.84992,-77.98005,33.85357,-77.99032,281,,,,,,,,,,2196
32,N,Cc,,,,,,,0,0,0,0,0,0,N,53,138,0,130,8,0,4,0,,4:45:00 AM,10-Aug-99,18-Jun-99,94%,91%,0,0,0,0,33.84342,-77.96265,280,Y,138,33.84328,-77.96305,33.84342,-77.96265,280,,,,,,,,,,2197
33,Y,Cc,,,SSE827,E,SSJ725,E,106.5,0,98.9,99.4,0,76.2,N,55,138,0,99,23,12,10,14,,10:03:00 PM,12-Aug-99,18-Jun-99,73%,57%,0,0,0,0,33.85168,-77.96003,279,Y,136,33.85265,-77.98955,33.85168,-77.96003,279,,,,,,,,,,2198
34,Y,Cc,,,QQJ990,A,SSE886,A,95.5,0,94.6,94.1,0,72.9,N,54,154,1,133,10,35,3,9,,1:10:00 AM,12-Aug-99,19-Jun-99,87%,62%,0,0,0,0,33.84523,-77.95947,279,Y,153,33.85053,-77.95948,33.84523,-77.95947,279,,,,,,,,,,2199
35,Y,Cc,,,SSN191,E,SSN100,E,104,0,85,98.5,0,70,N,53,120,0,91,9,14,3,5,,5:01:00 AM,11-Aug-99,19-Jun-99,87%,70%,0,0,0,0,33.85037,-77.95952,281,Y,105,33.85198,-77.98452,33.85037,-77.95952,281,,,,,,,,,,2200
36,Y,Cc,,,QQJ992,A,QQV353,E,103.5,0,96.5,100.5,0,74.5,N,0,120,0,88,2,7,0,0,,3:01:00 AM,22-Aug-99,20-Jun-99,98%,90%,0,0,0,0,33.8441,-77.96572,280,N,90,33.8441,-77.96572,,,,280,,,,,,,,,2201
37,Y,Cc,,,QQV459,A,QQV583,A,104.7,0,95.1,97.6,0,74.5,N,57,150,0,138,12,0,0,0,,11:30:00 PM,17-Aug-99,21-Jun-99,92%,92%,0,0,0,0,33.84538,-77.96012,281,Y,150,33.85177,-77.90318,33.84538,-77.96012,281,,,,,,,,,,2202
38,,Cc,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,,0%,0%,0,0,0,0,,,,N,0,,,,,,,,,,,,,,,2203
39,N,Cc,,,,,,,0,0,0,0,0,0,N,53,0,0,119,2,21,1,4,,5:18:00 AM,14-Aug-99,22-Jun-99,95%,78%,0,0,0,0,33.85292,-77.98932,281,N,125,33.85292,-77.98932,,,,281,,,,,,,,,2204
40,Y,Cc,,,,,,,0,0,0,0,0,0,N,58,84,1,55,7,0,0,0,,9:30:00 PM,20-Aug-99,23-Jun-99,87%,87%,0,0,0,0,33.8433,-77.9641,280,Y,63,33.85718,-77.95932,33.8433,-77.9641,280,,,,,,,,,,2205
41,Y,Cc,,,SSE849,,SSE830,,102.2,0,96.1,93.2,0,75.1,N,59,0,0,112,4,0,3,0,,11:25:00 PM,21-Aug-99,23-Jun-99,97%,94%,0,0,0,0,33.84305,-77.96397,280,Y,116,33.84408,-77.96467,33.84305,-77.96397,280,,,,,,,,,,2206
42,Y,Cc,,,SSA008,A,QQV495,E,101.8,0,93.7,96.7,0,67.9,N,58,0,0,108,31,0,0,0,,3:30:00 AM,21-Aug-99,24-Jun-99,78%,78%,0,0,0,0,33.8437,-77.9642,280,Y,139,33.84953,-77.9787,33.8437,-77.9642,280,,,,,,,,,,2207
43,Y,Cc,,,SSE895,,SSE894,,96,0,81.1,87.6,0,66.8,N,53,0,0,94,5,9,3,7,,4:31:00 AM,16-Aug-99,24-Jun-99,89%,77%,0,0,0,0,33.84345,-77.96463,280,Y,106,33.84683,-77.97275,33.84345,-77.96463,280,,,,,,,,,,2208
44,Y,Cc,,,,,,,0,0,0,0,0,0,N,53,131,0,82,6,42,1,33,,12:13:00 PM,17-Aug-99,25-Jun-99,68%,32%,0,0,0,0,33.85522,-77.99543,282,Y,121,33.8555,-77.99543,33.85522,-77.99543,282,,,,,,,,,,2209
45,Y,Cc,,,SSN097,A,SSE840,E,112,0,94,104,0,74,N,51,145,1,94,30,50,1,27,,2:00:00 AM,15-Aug-99,25-Jun-99,62%,28%,0,0,0,0,33.84505,-77.96767,280,Y,152,33.8452,-77.96737,33.84505,-77.96767,280,,,,,,,,,,2210
46,N,Cc,,,,,,,0,0,0,0,0,0,N,56,139,0,116,23,0,5,0,,4:20:00 AM,20-Aug-99,25-Jun-99,83%,80%,0,0,0,0,33.8517,-77.98853,281,Y,139,33.8534,-77.98957,33.8517,-77.98853,281,,,,,,,,,,2211
47,Y,Cc,,,QQJ994,E,SSE852,,106,0,96.4,98.4,0,74.7,N,52,151,0,125,11,34,4,15,,11:04:00 PM,16-Aug-99,25-Jun-99,83%,58%,0,0,0,0,33.8513,-77.95953,278,Y,151,33.87083,-77.95837,33.8513,-77.95953,278,,,,,,,,,,2212
48,Y,Cc,,,SSE851,A,,,100.5,0,94,92.5,0,73,N,55,120,1,111,10,0,4,0,,10:30:00 PM,20-Aug-99,26-Jun-99,91%,88%,0,0,0,0,33.86237,-77.95907,280,Y,122,33.84158,-77.95145,33.86237,-77.95907,280,,,,,,,,,,2213
49,Y,Cc,,,SSE870,E,SSE888,E,105.9,0,101.5,96.2,0,73.7,N,52,0,0,84,44,0,0,0,,3:26:00 AM,18-Aug-99,27-Jun-99,66%,66%,0,0,0,0,33.84362,-77.96422,280,Y,128,33.84575,-77.96757,33.84362,-77.96422,280,,,,,,,,,,2214
50,Y,Cc,,,SSE848,,QQP851,,95,0,88.5,85.6,0,69,N,0,0,0,91,3,6,0,0,,2:15:00 AM,22-Aug-99,29-Jun-99,97%,90%,0,0,0,0,33.86417,-77.95883,279,N,94,33.86417,-77.95883,,,,279,,,,,,,,,2215
51,Y,Cc,,,SSN093,E,SSJ634,E,11.2,0,101.4,104,0,80.6,N,47,154,0,74,37,33,0,0,,10:00:00 PM,15-Aug-99,29-Jun-99,67%,37%,0,0,0,0,33.84783,-77.97485,280,N,111,33.84783,-77.97485,,,,280,,,,,,,,,2216
52,Y,Cc,,,SSN086,E,SSN089,E,103.2,0,92.6,95.4,0,74,N,54,0,0,101,6,9,1,8,,10:20:00 PM,22-Aug-99,29-Jun-99,88%,79%,0,0,0,0,33.85415,-77.959,279,N,115,33.85415,-77.959,,,,279,,,,,,,,,2217
53,Y,Cc,,,QQJ988,,SSN109,,104,0,93.5,97.5,0,89.2,N,42,0,0,103,22,0,8,0,,11:20:00 PM,10-Aug-99,29-Jun-99,82%,76%,0,0,0,0,33.8434,-77.96428,280,N,125,33.8434,-77.96428,,,,280,,,,,,,,,2218
54,Y,Cc,,,QQV580,,QQR575,,108.6,0,96.1,101.6,0,69.8,N,56,0,0,79,8,30,10,24,,11:55:00 PM,24-Aug-99,29-Jun-99,71%,35%,0,0,0,0,33.84312,-77.9645,280,Y,111,33.84598,-77.95955,33.84312,-77.9645,280,,,,,,,,,,2219
55,Y,Cc,,,,,,,0,0,0,0,0,0,N,52,91,0,41,50,0,1,0,,12:55:00 AM,21-Aug-99,30-Jun-99,45%,44%,0,0,0,0,33.84352,-77.96403,280,Y,91,33.84825,-77.9763,33.84352,-77.96403,280,,,,,,,,,,2220
56,Y,Cc,,,SSE895,,SSE868,,104,0,93.5,96,0,71,N,51,121,0,87,8,21,0,14,,11:50:00 PM,22-Aug-99,2-Jul-99,80%,61%,0,0,0,0,33.86142,-78.0059,278,Y,109,33.87537,-77.95707,33.86142,-78.0059,278,,,,,,,,,,2221
57,Y,Cc,,,SSN087,E,QQR545,E,112,0,99.9,103,0,78.7,N,52,0,0,0,0,0,0,0,,2:10:00 AM,24-Aug-99,3-Jul-99,0%,0%,0,0,0,0,33.8635,-77.95917,278,N,0,33.8635,-77.95917,,,,278,,,,,,,,,2222
58,Y,Cc,,,QQJ992,E,QQV353,E,105.6,0,95.6,97,0,9,N,53,113,0,85,28,0,0,0,,11:15:00 PM,25-Aug-99,3-Jul-99,75%,75%,0,0,0,0,33.8535,-77.95827,278,Y,113,33.8486,-77.97578,33.8535,-77.95827,278,,,,,,,,,,2223
59,Y,Cc,,,QQJ996,A,QQJ993,A,99.3,0,88.5,92.5,0,68.4,N,49,148,0,123,18,10,1,9,,12:30:00 AM,22-Aug-99,4-Jul-99,82%,75%,0,0,0,0,33.84673,-77.97135,280,Y,150,33.84652,-77.97142,33.84673,-77.97135,280,,,,,,,,,,2224
60,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,4:38:00 AM,,4-Jul-99,0%,0%,0,0,0,0,33.84672,-77.97137,280,N,0,33.84672,-77.97137,,,,280,,,,,,,,,2225
61,Y,Cc,,,SSN191,,SSN100,,104.7,0,89.5,96.4,0,73.4,N,0,0,0,0,0,0,0,0,,4:17:00 AM,,4-Jul-99,0%,0%,0,0,0,0,33.84793,-77.97423,280,N,0,33.84793,-77.97423,,,,280,,,,,,,,,2226
62,Y,Cc,,,SSJ665,,QQJ980,,98.3,0,93.1,92.2,0,70.3,N,0,0,0,0,0,0,0,0,,4:25:00 AM,,5-Jul-99,0%,0%,0,0,0,0,33.84373,-77.96495,280,N,0,33.84373,-77.96495,,,,280,,,,,,,,,2227
63,Y,Cc,,,SSA008,A,QQV495,E,104,0,95,97.3,0,71.3,N,0,0,0,0,0,0,0,0,,2:30:00 AM,,6-Jul-99,0%,0%,0,0,0,0,33.84263,-77.96088,279,N,0,33.84263,-77.96088,,,,279,,,,,,,,,2228
64,Y,Cc,,,SSE857,,,,101.5,0,95.9,92.4,0,72.9,N,0,0,0,0,0,0,0,0,,3:20:00 AM,,7-Jul-99,0%,0%,0,0,0,0,33.85982,-77.95975,279,N,0,33.85982,-77.95975,,,,279,,,,,,,,,2229
65,Y,Cc,,,SSN097,E,SSE840,E,11.7,0,102.2,105.9,0,74.6,N,0,0,0,0,0,0,0,0,,10:30:00 PM,,7-Jul-99,0%,0%,0,0,0,0,33.84353,-77.96422,280,N,0,33.84353,-77.96422,,,,280,,,,,,,,,2230
66,Y,Cc,,,SSE854,,SSE894,,93.3,0,77.9,90.1,0,65.4,N,0,90,0,0,0,0,0,0,,11:45:00 PM,,7-Jul-99,0%,0%,0,0,0,0,33.84265,-77.96108,280,Y,0,33.84458,-77.96572,33.84265,-77.96108,280,,,,,,,,,,2231
67,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,100,0,82,18,0,1,0,,1:20:00 AM,,8-Jul-99,82%,81%,0,0,0,0,33.85292,-77.96737,281,Y,100,33.85275,-77.98792,33.85292,-77.96737,281,,,,,,,,,,2232
68,Y,Cc,,,QQJ994,E,SSE852,E,105.2,0,95.7,97.5,0,74.2,N,0,136,0,0,0,0,0,0,,10:50:00 PM,,9-Jul-99,0%,0%,0,0,0,0,33.86148,-77.95997,278,N,0,33.86148,-77.95997,,,,278,,,,,,,,,2233
69,Y,Cc,,,QQJ986,A,SSE850,A,90.3,0,83.5,83.5,0,64.2,N,45,83,0,73,10,0,0,0,,2:00:00 AM,25-Aug-99,11-Jul-99,88%,88%,0,0,0,0,33.8591,-78.00367,283,N,83,33.8591,-78.00367,,,,283,,,,,,,,,2234
70,Y,Cc,,,,,QQJ984,A,93.6,0,87,85,0,61.3,N,0,0,0,0,0,0,0,0,,10:40:00 PM,,11-Jul-99,0%,0%,0,0,0,0,33.86232,-77.95915,279,N,0,33.86232,-77.95915,,,,279,,,,,,,,,2235
71,Y,Cc,,,SSN086,E,SSN089,E,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,1:50:00 AM,,12-Jul-99,0%,0%,0,0,0,0,33.84492,-77.9676,280,N,0,33.84492,-77.9676,,,,280,,,,,,,,,2236
72,Y,Cc,,,QQV580,E,QQR575,E,109.4,0,97.2,104.5,0,73.5,N,55,0,0,129,10,0,5,0,,9:45:00 PM,5-Sep-99,12-Jul-99,93%,89%,0,0,0,0,33.85652,-77.95948,279,N,139,33.85652,-77.95948,,,,279,,,,,,,,,2237
73,N,Cc,,,,,,,0,0,0,0,0,0,N,0,113,0,0,0,0,0,0,,12:05:00 AM,,13-Jul-99,0%,0%,0,0,0,0,33.84552,-77.96733,280,Y,0,33.86442,-78.00922,33.84552,-77.96733,280,,,,,,,,,,2238
74,N,Cc,,,,,,,0,0,0,0,0,0,N,55,144,0,125,19,0,2,0,,5:15:00 AM,6-Sep-99,13-Jul-99,87%,85%,0,0,0,0,33.85687,-78.00065,282,Y,144,33.85788,-78.0008,33.85687,-78.00065,282,,,,,,,,,,2239
75,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,5:30:00 AM,,13-Jul-99,0%,0%,0,0,0,0,33.8613,-77.95923,278,N,0,33.8613,-77.95923,,,,278,,,,,,,,,2240
76,Y,Cc,,,SSE829,,SSE866,,105.8,0,96,98.7,0,86.5,N,62,112,0,73,39,0,0,0,,11:31:00 PM,14-Sep-99,14-Jul-99,65%,65%,0,0,0,0,33.85117,-77.95933,279,Y,112,33.84447,-77.95997,33.85117,-77.95933,279,,,,,,,,,,2241
77,Y,Cc,,,SSN087,,QQR545,,109.8,0,100.7,98.2,0,82.3,N,61,125,0,84,41,0,0,0,,11:11:00 PM,15-Sep-99,16-Jul-99,67%,67%,0,0,0,0,33.84305,-77.96418,280,Y,125,33.84872,-77.97587,33.84305,-77.96418,280,,,,,,,,,,2242
78,Y,Cc,,,SSJ665,E,QQJ980,E,99.2,0,87.4,85.9,0,71.6,N,0,109,2,0,0,0,0,0,,12:27:00 AM,,17-Jul-99,0%,0%,0,0,0,0,33.8441,-77.96505,280,Y,2,33.8433,-77.96443,33.8441,-77.96505,280,,,,,,,,,,2243
79,Y,Cc,,,QQJ992,,QQV353,,106.7,0,94.5,97.1,0,75.2,N,0,0,0,0,0,0,0,0,,12:35:00 AM,,17-Jul-99,0%,0%,0,0,0,0,33.86372,-77.95873,278,N,0,33.86372,-77.95873,,,,278,,,,,,,,,2244
80,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,11:22:00 PM,,17-Jul-99,0%,0%,0,0,0,0,33.86597,-77.95862,278,N,0,33.86597,-77.95862,,,,278,,,,,,,,,2245
81,,Cc,,,PPX601,,XXF193,,94.4,0,91.5,93.4,0,69.3,N,0,0,0,0,0,0,0,0,,2:26:00 AM,,18-Jul-99,0%,0%,0,0,0,0,33.85643,-78.0004,282,N,0,33.85643,-78.0004,,,,282,,,,,,,,,2246
82,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,4:45:00 AM,,18-Jul-99,0%,0%,0,0,0,0,33.84333,-77.96395,280,N,0,33.84333,-77.96395,,,,280,,,,,,,,,2247
83,Y,Cc,,,SSE857,E,SSE842,A,100,0,94.3,0,0,0,N,0,0,0,0,0,0,0,0,,10:52:00 PM,,19-Jul-99,0%,0%,0,0,0,0,33.86138,-77.95953,278,N,0,33.86138,-77.95953,,,,278,,,,,,,,,2248
84,Y,Cc,,,SSE854,E,SSE894,E,97.1,0,85.3,0,0,0,N,0,70,0,0,0,0,0,0,,4:00:00 AM,,20-Jul-99,0%,0%,0,0,0,0,33.84365,-77.96028,279,Y,0,33.84362,-77.96035,33.84365,-77.96028,279,,,,,,,,,,2249
85,Y,Cc,,,SSN097,E,SSE840,E,111.9,0,92.3,105,0,77.8,N,0,152,0,0,0,0,0,0,,10:35:00 PM,,20-Jul-99,0%,0%,0,0,0,0,33.8452,-77.96735,280,N,0,33.8452,-77.96735,,,,280,,,,,,,,,2250
86,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,121,0,0,0,0,0,0,,12:05:00 AM,,22-Jul-99,0%,0%,0,0,0,0,33.84498,-77.95987,279,Y,0,33.84752,-77.97318,33.84498,-77.95987,279,,,,,,,,,,2251
87,Y,Cc,,,SSN191,E,SSN100,E,106,0,95,97,0,74.5,N,0,125,0,0,0,0,0,0,,11:20:00 PM,,23-Jul-99,0%,0%,0,0,0,0,33.84627,-77.96932,280,Y,0,33.84627,-77.96932,33.84627,-77.96932,280,,,,,,,,,,2252
88,Y,Cc,,,QQJ994,E,SSE852,E,106.5,0,96.2,98.8,0,70.3,N,0,0,0,0,0,0,0,0,,2:00:00 AM,,23-Jul-99,0%,0%,0,0,0,0,33.86328,-77.95992,278,N,0,33.86328,-77.95992,,,,278,,,,,,,,,2253
89,N,Cm,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,24-Jul-99,0%,0%,0,0,0,0,33.87708,-78.00225,284,N,0,33.87708,-78.00225,,,,284,,,,,,,,,2254
90,Y,Cc,,,QQV580,E,SSN123,E,0,0,0,0,0,0,N,0,133,0,0,0,0,0,0,,3:58:00 AM,,25-Jul-99,0%,0%,0,0,0,0,33.8431,-77.96068,279,Y,0,33.84283,-77.96082,33.8431,-77.96068,279,,,,,,,,,,2255
91,Y,Cc,,,SSN093,E,SSJ634,E,113.5,0,101.6,107.2,0,81.9,N,0,87,0,0,0,0,0,0,,11:45:00 PM,,25-Jul-99,0%,0%,0,0,0,0,33.84605,-77.95962,279,Y,0,33.8517,-77.98552,33.84605,-77.95962,279,,,,,,,,,,2256
92,Y,Cc,,,QQM289,E,QQM292,E,103.5,0,99,95,0,70,N,58,0,0,4,0,0,0,0,,11:15:00 PM,22-Sep-99,26-Jul-99,100%,100%,0,0,0,0,33.8667,-77.95823,278,N,4,33.8667,-77.95823,,,,278,,,,,,,,,2257
93,Y,Cc,,,,,QQP851,E,92.1,0,90.2,87.1,0,66.6,N,56,0,0,78,24,0,2,0,,12:32:00 AM,21-Sep-99,27-Jul-99,76%,75%,0,0,0,0,33.86138,-77.95907,278,N,102,33.86138,-77.95907,,,,278,,,,,,,,,2258
94,Y,Cc,,,,E,QQJ983,E,103.5,0,97.5,97,0,79,N,0,145,0,0,0,0,0,0,LFF tag: SSA29,10:44:00 PM,,27-Jul-99,0%,0%,0,0,0,0,33.8434,-77.98042,280,Y,0,33.84762,-77.97247,33.8434,-77.98042,280,,,,,,,,,,2259
95,Y,Cc,,,,,SSN087,E,0,0,0,0,0,0,N,0,81,0,0,0,0,0,0,,3:35:00 AM,,28-Jul-99,0%,0%,0,0,0,0,33.34507,-77.9599,279,Y,0,33.84642,-77.98688,33.34507,-77.9599,279,,,,,,,,,,2260
96,Y,Cc,,,SSN087,E,QQR545,E,109.9,0,98.8,102,0,79.4,N,0,0,0,0,0,0,0,0,,2:26:00 AM,,29-Jul-99,0%,0%,0,0,0,0,33.85268,-77.98843,281,Y,0,33.8525,-77.9876,33.85268,-77.98843,281,,,,,,,,,,2261
97,Y,Cc,,,SSJ724,E,SSJ725,E,108.8,0,95.9,101.6,0,76.5,N,0,0,0,0,0,0,0,0,,2:00:00 AM,,31-Jul-99,0%,0%,0,0,0,0,33.84408,-77.9654,280,N,0,33.84408,-77.9654,,,,280,,,,,,,,,2262
98,Y,Cc,,,SSE844,,SSE872,A,103.1,0,94.5,96.3,0,68.1,N,0,0,0,0,0,0,0,0,,9:45:00 PM,,31-Jul-99,0%,0%,0,0,0,0,33.86803,-77.95847,278,N,0,33.86803,-77.95847,,,,278,,,,,,,,,2263
99,Y,Cc,,,SSE857,E,SSE842,E,103,0,95,92.5,0,74,N,0,0,0,0,0,0,0,0,,3:10:00 AM,,2-Aug-99,0%,0%,0,0,0,0,33.86203,-77.95807,278,N,0,33.86203,-77.95807,,,,278,,,,,,,,,2264
100,Y,Cc,,,SSN097,E,SSE840,E,111.4,0,100.2,105.8,0,76.2,N,0,106,0,0,0,0,0,0,,3:23:00 AM,,2-Aug-99,0%,0%,0,0,0,0,33.84467,-77.96677,280,Y,0,33.84448,-77.96633,33.84467,-77.96677,280,,,,,,,,,,2265
101,Y,Cc,,,QQM361,E,QQM254,E,106,0,96,96.5,0,73,N,0,131,0,0,0,0,0,0,,11:30:00 PM,,2-Aug-99,0%,0%,0,0,0,0,33.84595,-77.96027,280,Y,0,33.84865,-77.97648,33.84595,-77.96027,280,,,,,,,,,,2266
102,Y,Cc,,,SSN191,E,SSE893,A,103.5,0,98,96.5,0,73.5,N,0,122,0,0,0,0,0,0,,3:30:00 AM,,4-Aug-99,0%,0%,0,0,0,0,33.84363,-77.96078,279,Y,0,33.84383,-77.96063,33.84363,-77.96078,279,,,,,,,,,,2267
103,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,106,0,0,0,0,0,0,,11:10:00 PM,,4-Aug-99,0%,0%,0,0,0,0,33.85435,-77.95973,280,Y,0,33.84392,-77.96592,33.85435,-77.95973,280,,,,,,,,,,2268
104,Y,Cc,,,QQV580,E,QQR575,E,110.7,0,99.2,102.1,0,72.8,N,0,0,0,0,0,0,0,0,,2:41:00 AM,,6-Aug-99,0%,0%,0,0,0,0,33.85162,-77.95962,279,N,0,33.85162,-77.95962,,,,279,,,,,,,,,2269
105,Y,Cc,,,SSE882,A,SSE874,A,105.8,0,94.8,95.7,0,75.1,N,0,0,0,0,0,0,0,0,,3:36:00 AM,,6-Aug-99,0%,0%,0,0,0,0,33.84782,-77.97325,280,N,0,33.84782,-77.97325,,,,280,,,,,,,,,2270
106,Y,,,,,,QQP851,,91.5,0,89.5,85.3,0,86,N,0,112,0,0,0,0,0,0,,12:20:00 AM,,10-Aug-99,0%,0%,0,0,0,0,33.84478,-77.95888,280,Y,0,33.84448,-77.96638,33.84478,-77.95888,280,,,,,,,,,,2271
107,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,,,17-Aug-99,0%,0%,0,0,0,0,33.855,-77.99642,282,N,0,33.855,-77.99642,,,,282,,,,,,,,,2272
108,N,,,,,,,,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,,9:00:00 AM,,24-Aug-99,0%,0%,0,0,0,0,33.84287,-77.96412,280,N,0,33.84287,-77.96412,,,,280,,,,,,,,,2273
1,Y,Cc,,,,,,,0,0,0,0,0,0,N,60,157,0,127,30,18,0,0,,4:00:00 AM,20-Jul-00,21-May-00,81%,69%,0,0,0,0,33.84362,-77.96458,280,Y,157,33.84683,-77.9715,33.84362,-77.96458,280,,,,,,,,,,2274
2,Y,Cc,,,SSJ867,,SSA068 / SSJ877,E/A,0,0,0,95.4,0,72.9,N,55,130,0,105,20,10,1,0,,10:18:00 PM,22-Jul-00,28-May-00,84%,75%,0,0,0,0,33.84363,-77.96468,280,Y,125,33.84493,-77.9673,33.84363,-77.96468,280,,,,,,,,,,2275
3,N,Cm,,,,,,,0,0,0,0,0,0,N,63,0,0,149,20,3,2,0,,1:50:00 AM,2-Aug-00,31-May-00,88%,85%,0,0,0,0,33.8685,-77.95838,278,N,169,33.8685,-77.95838,,,,278,,,,,,,,,2276
4,Y,Cc,,,SSJ863,A,SSJ885,A,96.5,0,89,89.7,0,70.1,N,58,0,0,110,15,0,0,0,,2:45:00 AM,28-Jul-00,31-May-00,88%,88%,0,0,0,0,33.84552,-77.95995,279,N,125,33.84552,-77.95995,,,,279,,,,,,,,,2277
5,Y,Cc,,,SSJ856,A,SSA031,E,109,0,94,100,0,75.8,N,66,0,0,128,10,2,9,0,,2:47:00 AM,7-Aug-00,2-Jun-00,93%,85%,0,0,0,0,33.84525,-77.96772,280,N,138,33.84525,-77.96772,,,,280,,,,,,,,,2278
6,N,Cc,,,,,,,0,0,0,0,0,0,N,75,0,0,90,4,0,0,0,,3:49:00 AM,18-Aug-00,4-Jun-00,96%,96%,0,0,0,0,33.84622,-77.95702,277,N,94,33.84622,-77.95702,,,,277,,,,,,,,,2279
7,N,Cm,,,,,,,0,0,0,0,0,0,N,61,0,0,99,6,0,0,0,,,4-Aug-00,4-Jun-00,94%,94%,0,0,0,0,33.84253,-77.96078,280,N,105,33.84253,-77.96078,,,,280,,,,,,,,,2280
8,Y,Cc,,,QQV545,A,SSJ849,A,0,0,0,0,0,0,N,54,0,0,125,5,0,0,0,,1:25:00 AM,29-Jul-00,5-Jun-00,96%,96%,0,0,0,0,33.84348,-77.96447,280,N,130,33.84348,-77.96447,,,,280,,,,,,,,,2281
9,N,Cc,,,,,,,0,0,0,0,0,0,N,65,0,0,93,4,0,3,0,,4:00:00 AM,9-Aug-00,5-Jun-00,96%,93%,0,0,0,0,33.86457,-78.00935,283,N,97,33.86457,-78.00935,,,,283,,,,,,,,,2282
