Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time,year
13,Y,,,,,,,,105.0,,101.0,99.0,,73.0,,58.0,,,130.0,9.0,0.0,0.0,5.0,,10:45:00 PM,6-Aug-89,9-Jun-89,,,,30.5,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
14,Y,,,,,,,,95.0,,81.0,91.0,,62.0,,64.0,,,98.0,30.0,3.0,0.0,0.0,,11:00:00 PM,12-Aug-89,9-Jun-89,,,,10.8,,,,N,,,,,,,,,,,,,,,,,,1989.0
15,,,,,,,,,,,,,,,,67.0,,,10.0,0.0,0.0,0.0,0.0,only laid 10 eggs,12:53:00 AM,15-Aug-89,9-Jun-89,,,,0.0,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
16,Y,,,,,,,,105.0,,95.0,96.0,,74.0,,,,,,,,,,hatching info missing,9:39:00 PM,,10-Jun-89,,,,10.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
17,Y,,,,,,,,104.0,,103.0,103.0,,73.0,,59.0,,,67.0,59.0,20.0,1.0,5.0,,1:15:00 AM,8-Aug-89,10-Jun-89,,,,5.2,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
18,Y,,,,,,,,100.0,,95.0,95.0,,73.0,,60.0,,,122.0,11.0,0.0,0.0,0.0,,4:12:00 AM,9-Aug-89,10-Jun-89,,,,17.4,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
19,Y,,,,,,,,108.0,,94.0,102.0,,77.0,,,152.0,0.0,,,,,,destroyed by raccoon,11:45:00 PM,,11-Jun-89,,,,0.0,,,280,Y,,,,,,280,280,,,,,,,,,,,1989.0
20,Y,,,,,,,,102.0,,91.0,96.0,,74.5,,57.0,148.0,0.0,111.0,35.0,0.0,0.0,0.0,,1:40:00 AM,7-Aug-89,11-Jun-89,76.0,76.0,,0.0,,,280,Y,146.0,,,,,280,281,,,,,,,,,,,1989.0
21,Y,,,,,,,,100.0,,92.0,97.0,,89.0,,,,,,,,,,hatching info missing,12:18:00 AM,,12-Jun-89,,,,7.3,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
22,Y,,,,,,,,92.0,,82.0,88.0,,67.0,,63.0,,,122.0,11.0,5.0,1.0,1.0,,10:00:00 PM,16-Aug-89,14-Jun-89,,,,4.4,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
23,Y,,,,,,,,104.0,,94.0,96.0,,73.0,,57.0,128.0,0.0,118.0,8.0,0.0,0.0,1.0,,1:15:00 AM,11-Aug-89,15-Jun-89,93.0,93.0,,0.0,,,280,Y,127.0,,,,,280,281,,,,,,,,,,,1989.0
24,Y,,,,,,,,99.0,,90.0,93.0,,72.0,,66.0,,,67.0,49.0,4.0,1.0,1.0,"relocated mid-incubation, 123 eggs moved, 2 broken @ mid-incubation",9:52:00 PM,21-Aug-89,16-Jun-89,,,,4.0,,,275,Y,,,,,,275,,,,,,,,,,,,1989.0
25,Y,,,,,,,,97.0,,90.0,87.0,,64.0,,,125.0,0.0,,,,,,hatching info missing,1:35:00 AM,,16-Jun-89,,,,0.0,,,281,Y,,,,,,281,,,,,,,,,,,,1989.0
26,Y,,,,,,,,,,,,,,,52.0,143.0,2.0,124.0,19.0,1.0,0.0,0.0,,9:20:00 PM,8-Aug-89,17-Jun-89,86.0,85.0,,0.0,,,281,Y,145.0,,,,,281,,,,,,,,,,,,1989.0
27,Y,,,,,,,,96.0,,91.0,93.0,,70.0,,,,,109.0,5.0,0.0,0.0,4.0,,2:04:00 AM,,17-Jun-89,,,,8.5,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
28,Y,,,,,,,,98.0,,92.0,93.0,,70.0,,60.0,,,68.0,49.0,1.0,0.0,0.0,"relocated mid-incubation, 117 eggs moved @ mid-incubation",10:05:00 PM,18-Aug-89,19-Jun-89,,,,,,,275,Y,,,,,,275,,,,,,,,,,,,1989.0
29,Y,,,,,,,,105.0,,91.0,78.0,,69.0,,,,,,,,,,destroyed by raccoons,10:00:00 PM,,21-Jun-89,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
30,Y,,,,,,,,,,,,,,,57.0,122.0,0.0,27.0,95.0,0.0,0.0,0.0,,4:30:00 AM,18-Aug-89,22-Jun-89,22.0,22.0,,0.0,,,281,Y,122.0,,,,,281,280,,,,,,,,,,,1989.0
31,Y,,,,,,,,93.0,,87.0,88.0,,69.0,,57.0,83.0,1.0,40.0,43.0,0.0,0.0,0.0,,1:16:00 AM,19-Aug-89,23-Jun-89,48.0,48.0,,0.0,,,276,Y,84.0,,,,,276,276,,,,,,,,,,,1989.0
32,N,,,,,,,,,,,,,,,55.0,,,112.0,2.0,0.0,0.0,0.0,,10:30:00 PM,18-Aug-89,24-Jun-89,,,,5.8,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
33,Y,,,,,,,,100.0,,94.0,96.0,,73.0,,,,,,,,,,destroyed by raccoon,2:45:00 AM,,24-Jun-89,,,,9.25,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
34,Y,,,,,,,,,,,,,,,56.0,,,114.0,8.0,4.0,0.0,0.0,hatching info missing,5:00:00 AM,19-Aug-89,24-Jun-89,,,,0.3,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
35,Y,,,,,,,,100.2,,100.0,104.0,,74.0,,,,,,,,,,hatching info missing,9:40:00 PM,,25-Jun-89,,,,0.0,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
36,Y,,,,,,,,107.0,,95.0,99.0,,72.0,,57.0,,,122.0,9.0,3.0,2.0,2.0,,9:50:00 PM,21-Aug-89,25-Jun-89,,,,17.1,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
37,Y,,,,,,,,,,,,,,,54.0,129.0,1.0,109.0,20.0,0.0,0.0,0.0,,11:00:00 PM,18-Aug-89,25-Jun-89,84.0,84.0,,0.0,,,280,Y,130.0,,,,,280,,,,,,,,,,,,1989.0
38,Y,,,,,,,,103.0,,98.0,99.0,,70.0,,56.0,,1.0,106.0,26.0,0.0,0.0,1.0,,12:41:00 AM,20-Aug-89,25-Jun-89,79.0,79.0,,24.2,,,280,N,134.0,,,,,,280,,,,,,,,,,,1989.0
39,Y,,,,,,,,105.0,,98.0,98.0,,73.0,,54.0,,,133.0,4.0,0.0,1.0,1.0,,10:52:00 PM,19-Aug-89,26-Jun-89,,,,6.8,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
40,Y,,,,,,,,97.0,,87.0,92.0,,68.0,,55.0,144.0,0.0,120.0,22.0,0.0,3.0,2.0,,12:31:00 AM,20-Aug-89,26-Jun-89,83.0,81.0,,0.0,,,280,Y,144.0,,,,,280,281,,,,,,,,,,,1989.0
41,Y,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,4:30:00 AM,,26-Jun-89,,,,3.65,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
42,Y,,,,,,,,,,,,,,,54.0,133.0,5.0,93.0,50.0,0.0,0.0,0.0,,4:34:00 AM,19-Aug-89,26-Jun-89,63.0,63.0,,0.0,,,280,Y,148.0,,,,,280,281,,,,,,,,,,,1989.0
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,1989.0
44,Y,,,,,,,,90.0,,70.0,100.0,,89.0,,,,,42.0,76.0,1.0,0.0,4.0,relocated 7/16 @ rel mid-incubation,10:30:00 PM,,27-Jun-89,,,,3.0,,,281,Y,,,,,,281,,,,,,,,,,,,1989.0
45,Y,,,,,,,,101.0,,93.0,94.0,,71.0,,,,,,,,,,hatching info missing,11:00:00 PM,,27-Jun-89,,,,5.0,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
46,Y,,,,,,,,101.0,,92.0,94.0,,68.0,,59.0,,,105.0,4.0,6.0,0.0,0.0,,12:40:00 AM,25-Aug-89,27-Jun-89,,,,3.5,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
47,Y,,,,,,,,95.0,,83.0,,,,,,95.0,0.0,,,,,,"hatching info missing, relocated straight back 7/4, 95 eggs @ rel mid-incubation",4:00:00 AM,,27-Jun-89,,,,3.7,,,278,Y,,,,,,278,,,,,,,,,,,,1989.0
48,Y,,,,,,,,96.0,,87.0,90.0,,65.0,,,,,,,,,,hatching info missing,11:39:00 PM,,1-Jul-89,,,,3.8,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
49,Y,,,,,,,,,,,,,,,55.0,,,,,,,,hatching info missing,2:00:00 AM,28-Aug-89,4-Jul-89,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
50,Y,,,,,,,,100.5,,95.0,93.0,,70.0,,,,,,,,,,hatching info missing,10:15:00 PM,,5-Jul-89,,,,46.5,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
51,Y,,,,,,,,101.0,,95.0,97.0,,69.0,,,,,,,,,,hatching info missing,1:05:00 AM,,5-Jul-89,,,,11.4,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
52,Y,,,,,,,,100.1,,96.0,,,,,54.0,110.0,0.0,,,,,,hatching info missing,2:30:00 AM,29-Aug-89,6-Jul-89,,,,0.0,,,280,Y,,,,,,280,281,,,,,,,,,,,1989.0
53,N,,,,,,,,,,,,,,,,,,,,,,,nest lost to erosion,2:30:00 AM,,6-Jul-89,,,,11.6,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
54,Y,,,,,,,,100.0,,98.0,94.0,,73.0,,,,,,,,,,hatching info missing,2:40:00 AM,,9-Jul-89,,,,12.95,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
55,Y,,,,,,,,109.0,,97.0,105.0,,72.0,,,,,,,,,,hatching info missing,3:30:00 AM,,7-Jul-89,,,,4.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
56,Y,,,,,,,,97.0,,89.0,87.0,,64.0,,,101.0,0.0,,,,,,hatching info missing,11:05:00 PM,,8-Jul-89,,,,14.5,,,279,Y,,,,,,279,279,,,,,,,,,,,1989.0
57,N,,,,,,,,,,,,,,,,146.0,0.0,,,,,,hatching info missing,9:56:00 PM,,8-Jul-89,,,,1.3,,,280,Y,,,,,,280,280,,,,,,,,,,,1989.0
58,N,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,10:00:00 PM,,8-Jul-89,,,,0.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
59,Y,,,,,,,,,,,,,,,,,,,,,,,nest destroyed by raccoon,11:03:00 PM,,8-Jul-89,,,,3.0,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
60,Y,,,,,,,,,,,,,,,,,,,,,,,nest destroyed by raccoon,11:03:00 PM,,8-Jul-89,,,,1.5,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
61,Y,,,,,,,,107.0,,96.0,95.0,,66.0,,,,,,,,,,hatching info missing,11:53:00 PM,,8-Jul-89,,,,6.2,,,283,N,,,,,,,283,,,,,,,,,,,1989.0
62,Y,,,,,,,,100.0,,93.0,96.0,,73.0,,,,,,,,,,hatching info missing,3:45:00 AM,,8-Jul-89,,,,17.2,,,276,N,,,,,,,276,,,,,,,,,,,1989.0
63,Y,,,,,,,,105.0,,96.0,99.0,,73.0,,,,,,,,,,hatching info missing,9:43:00 PM,,9-Jul-89,,,,27.9,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
64,Y,,,,,,,,105.0,,97.0,88.0,,66.0,,,,,,,,,,hatching info missing,10:10:00 PM,,10-Jul-89,,,,16.3,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
65,Y,,,,,,,,94.0,,86.0,90.0,,64.0,,,79.0,0.0,,,,,,hatching info missing,12:00:00 AM,,11-Jul-89,,,,0.0,,,280,Y,,,,,,280,,South,,,,,,,,,,1989.0
66,Y,,,,,,,,100.0,,95.0,88.0,,68.0,,,,,,,,,,"nest lost, unsure of numbers",10:15:00 PM,,12-Jul-89,,,,12.6,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
67,Y,,,,,,,,107.0,,97.0,103.0,,76.0,,,119.0,0.0,,,,,,hatching info missing,9:45:00 PM,,13-Jul-89,,,,7.8,,,,Y,,,,,,,,,East,,,,,,,,,1989.0
68,Y,,,,,,,,100.0,,97.0,89.0,,74.0,,,,,,,,,,hatching info missing,9:45:00 PM,,15-Jul-89,,,,10.1,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
69,Y,,,,,,,,103.0,,94.0,90.0,,69.0,,,,,,,,,,hatching info missing,9:25:00 PM,,16-Jul-89,,,,9.5,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
70,Y,,,,,,,,92.0,,88.0,88.0,,69.0,,,,,,,,,,hatching info missing,10:30:00 PM,,16-Jul-89,,,,14.1,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
71,Y,,,,,,,,104.0,,93.0,97.0,,69.0,,,,,,,,,,hatching info missing,2:20:00 AM,,16-Jul-89,,,,5.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
72,Y,,,,,,,,102.0,,93.0,96.0,,73.0,,,,,,,,,,nest destroyed by raccoon,4:20:00 AM,,16-Jul-89,,,,23.1,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
73,Y,,,,,,,,107.0,,98.0,102.0,,76.0,,,,,,,,,,hatching info missing,1:45:00 AM,,17-Jul-89,,,,15.5,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
74,Y,,,,,,,,102.0,,95.0,95.0,,71.0,,,,,,,,,,hatching info missing,4:15:00 AM,,17-Jul-89,,,,23.7,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
75,Y,,,,,,,,110.0,,97.0,94.0,,70.0,,,,,,,,,,hatching info missing,9:40:00 PM,,18-Jul-89,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
76,Y,,,,,,,,107.0,,98.0,95.0,,71.0,,,,,,,,,,hatching info missing,10:15:00 PM,,18-Jul-89,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
77,Y,,,,,,,,105.0,,100.0,96.0,,74.0,,,,,,,,,,hatching info missing,1:40:00 AM,,18-Jul-89,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
78,Y,,,,,,,,108.0,,104.0,96.0,,73.0,,,,,,,,,,destroyed by raccoons,2:30:00 AM,,18-Jul-89,,,,2.5,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
79,N,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,1:00:00 AM,,19-Jul-89,,,,11.5,,,276,N,,,,,,,276,,,,,,,,,,,1989.0
80,N,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,2:45:00 AM,,19-Jul-89,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
81,Y,,,,,,,,113.0,,100.0,98.0,,69.0,,,,,,,,,,hatching info missing,3:00:00 AM,,19-Jul-89,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
82,Y,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,12:30:00 AM,,19-Jul-89,,,,0.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
83,Y,,,,,,,,106.0,,98.0,98.0,,73.0,,,,,,,,,,nest destroyed by raccoon,1:12:00 AM,,21-Jul-89,,,,4.9,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
84,Y,,,,,,,,105.0,,98.0,97.0,,74.0,,,,,,,,,,hatching info missing,11:35:00 PM,,22-Jul-89,,,,21.1,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
85,Y,,,,,,,,99.0,,93.0,93.0,,71.0,,,,,0.0,84.0,0.0,0.0,20.0,overwashed,10:02:00 PM,,23-Jul-89,,,,,,,276,N,,,,,,,276,,,,,,,,,,,1989.0
86,Y,,,,,,,,100.0,,95.0,,,,,,,,,,,,,nest destroyed by raccoon,10:25:00 PM,,23-Jul-89,,,,5.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
87,Y,,,,,,,,99.0,,94.0,91.0,,86.0,,,117.0,1.0,,,,,,hatching info missing,11:40:00 PM,,24-Jul-89,,,,0.0,,,281,Y,,,,,,281,,,,,,,,,,,,1989.0
88,Y,,,,,,,,95.0,,85.0,88.0,,67.0,,,,,,,,,,hatching info missing,10:45:00 PM,,24-Jul-89,,,,12.4,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
89,Y,,,,,,,,106.0,,97.0,93.0,,72.0,,,137.0,0.0,,,,,,hatching info missing,10:35:00 PM,,27-Jul-89,,,,0.0,,,277,Y,,,,,,277,277,,,,,,,,,,,1989.0
90,Y,,,,,,,,101.0,,93.0,94.0,,70.0,,,,,,,,,,hatching info missing,2:40:00 AM,,28-Jul-89,,,,8.5,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
91,Y,,,,,,,,109.0,,92.0,,,,,,120.0,0.0,,,,,,hatching info missing,3:00:00 AM,,28-Jul-89,,,,0.0,,,283,Y,,,,,,283,,,,,,,,,,,,1989.0
92,Y,,,,,,,,100.0,,90.0,87.0,,63.0,,,,,,,,,,hatching info missing,10:15:00 PM,,30-Jul-89,,,,5.1,,,,N,,,,,,,,East,,,,,,,,,,1989.0
93,Y,,,,,,,,98.0,,89.0,,,,,,,,,,,,,hatching info missing,11:20:00 PM,,30-Jul-89,,,,13.0,,,278,N,,,,,,,278,,,,,,,,,,,1989.0
94,Y,,,,,,,,,,,,,,,,,2.0,,,,,,hatching info missing,12:20:00 AM,,30-Jul-89,,,,15.9,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
95,Y,,,,,,,,104.0,,96.0,95.0,,73.0,,,121.0,0.0,,,,,,hatching info missing,2:20:00 AM,,30-Jul-89,,,,0.0,,,280,Y,,,,,,280,,,,,,,,,,,,1989.0
96,Y,,,,,,,,102.0,,94.0,96.0,,72.0,,,107.0,3.0,,,,,,hatching info missing,10:45:00 PM,,30-Jul-89,,,,0.0,,,280,Y,,,,,,280,280,,,,,,,,,,,1989.0
97,N,,,,,,,,,,,,,,,,,1.0,,,,,,nest destroyed by raccoon,5:45:00 AM,,30-Jul-89,,,,2.5,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
98,Y,,,,,,,,102.0,,93.0,94.0,,72.0,,,114.0,2.0,,,,,,hatching info missing,12:30:00 AM,,31-Jul-89,,,,0.0,,,280,Y,,,,,,280,281,,,,,,,,,,,1989.0
99,Y,,,,,,,,,,,,,,,,82.0,2.0,,,,,,hatching info missing,2:00:00 AM,,31-Jul-89,,,,0.0,,,280,Y,,,,,,280,281,,,,,,,,,,,1989.0
100,Y,,,,,,,,99.0,,93.0,84.0,,65.0,,,,,,,,,,hatching info missing,11:10:00 PM,,2-Aug-89,,,,15.6,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
101,N,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,12:00:00 AM,,2-Aug-89,,,,12.2,,,276,N,,,,,,,276,,,,,,,,,,,1989.0
102,Y,,,,,,,,100.0,,93.0,84.0,,65.0,,,,,,,,,,hatching info missing,10:30:00 PM,,3-Aug-89,,,,15.3,,,279,N,,,,,,,279,,,,,,,,,,,1989.0
103,Y,,,,,,,,,,,,,,,,,,,,,,,hatching info missing,4:45:00 AM,,3-Aug-89,,,,4.2,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
104,Y,,,,,,,,99.0,,93.0,93.0,,71.0,,,,,,,,,,hatching info missing,1:30:00 PM,,5-Aug-89,,,,24.4,,,275,N,,,,,,,275,,,,,,,,,,,1989.0
105,Y,,,,,,,,100.0,,105.0,95.0,,79.0,,,,,,,,,,hatching info missing,4:30:00 AM,,5-Aug-89,,,,22.6,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
106,Y,,,,,,,,108.0,,90.0,,,,,,116.0,0.0,,,,,,hatching info missing,1:15:00 AM,,6-Aug-89,,,,7.2,,,277,Y,,,,,,277,277,,,,,,,,,,,1989.0
107,Y,,,,,,,,96.0,,84.0,89.0,,66.0,,,89.0,0.0,,,,,,hatching info missing,3:45:00 AM,,7-Aug-89,,,,3.0,,,280,Y,,,,,,280,281,,,,,,,,,,,1989.0
1,N,,,,,,,,,,,,,,,76.0,,,120.0,25.0,10.0,0.0,0.0,,,19-Jul-90,4-May-90,,,,24.3,,,278,N,,,,,,,278,,,,,,,,,,,1990.0
2,N,,,,,,,,,,,,,,,62.0,,,95.0,34.0,19.0,0.0,1.0,,,12-Jul-90,11-May-90,,,,,,,276,N,,,,,,,276,,,,,,,,,,,1990.0
3,N,,,,,,,,,,,,,,,,,,,,,,,lost to erosion,7:00:00 AM,,17-May-90,,,,3.0,,,281,N,,,,,,,281,,,,,,,,,,,1990.0
4,N,,,,,,,,,,,,,,,,,,,,,,,destroyed by raccoons,,,19-May-90,,,,12.7,,,281,N,,,,,,,281,,,,,,,,,,,1990.0
5,Y,,,,,,,,97.0,,94.0,95.0,,75.0,,62.0,,,112.0,10.0,7.0,0.0,0.0,,10:16:00 PM,24-Jul-90,23-May-90,,,,7.0,,,280,N,,,,,,,280,,,,,,,,,,,1990.0
6,Y,,,,,,,,107.0,,100.0,102.0,,77.0,,66.0,,,113.0,10.0,9.0,1.0,0.0,turtle missing left rear flipper,2:00:00 AM,29-Jul-90,24-May-90,,,,13.7,,,278,N,,,,,,,278,,,,,,,,,,,1990.0
7,N,,,,,,,,,,,,,,,68.0,,,116.0,2.0,4.0,0.0,0.0,,2:50:00 AM,31-Jul-90,24-May-90,,,,10.7,,,278,N,,,,,,,278,,,,,,,,,,,1990.0
8,N,,,,,,,,,,,,,,,64.0,,,156.0,7.0,2.0,0.0,0.0,,4:16:00 AM,27-Jul-90,24-May-90,,,,11.0,,,276,N,,,,,,,276,,,,,,,,,,,1990.0
9,N,,,,,,,,,,,,,,,62.0,,,140.0,31.0,9.0,1.0,1.0,28 eggs taken by racoons,6:00:00 AM,25-Jul-90,24-May-90,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1990.0
10,Y,,,,,,,,106.0,,95.0,101.0,,74.0,,61.0,,,101.0,8.0,0.0,0.0,2.0,,9:45:00 PM,25-Jul-90,25-May-90,,,,35.6,,,279,N,,,,,,,279,,,,,,,,,,,1990.0
11,Y,,,,,,,,100.0,,90.0,91.0,,71.0,,63.0,135.0,0.0,102.0,30.0,15.0,0.0,0.0,,11:58:00 PM,27-Jul-90,25-May-90,77.0,66.0,,1.5,,,280,Y,132.0,,,,,280,281,,,,,,,,,,,1990.0
12,Y,,,,,,,,98.0,,89.0,92.0,,68.0,,64.0,,,119.0,8.0,0.0,0.0,0.0,,9:37:00 PM,29-Jul-90,26-May-90,,,,19.5,,,277,N,,,,,,,277,,,,,,,,,,,1990.0
13,Y,,,,,,,,106.0,,101.0,97.0,,80.0,,60.0,145.0,0.0,,,,,,"raccoon damage - ~95 hatched?, unsure of numbers",9:28:00 PM,26-Jul-90,27-May-90,,,,1.4,,,280,Y,,,,,,280,281,,,,,,,,,,,1990.0
14,Y,,,,,,,,95.0,,93.0,88.5,,74.5,,66.0,,,95.0,16.0,3.0,0.0,0.0,,12:45:00 AM,1-Aug-90,27-May-90,,,,12.5,,,279,N,,,,,,,279,,,,,,,,,,,1990.0
15,Y,,,,,,,,101.0,,90.0,95.0,,72.0,,64.0,139.0,0.0,123.0,15.0,2.0,1.0,1.0,,4:40:00 AM,31-Jul-90,28-May-90,88.0,86.0,,4.0,,,280,Y,139.0,,,,,280,281,,,,,,,,,,,1990.0
16,Y,,,,,,,,106.0,,102.0,100.0,,79.0,,,,,,,,,,"no hatch data, nest possibly relocated mid incubation? @ Rel Site #1",9:30:00 PM,,29-May-90,,,,,,,,Y,,,,,,,282,,,,,,,,,,,1990.0
17,Y,,,,,,,,94.0,,85.0,62.0,,86.0,,63.0,,,126.0,6.0,9.0,0.0,0.0,,10:00:00 PM,31-Jul-90,29-May-90,,,,,,,278,N,,,,,,,278,,,,,,,,,,,1990.0
18,Y,,,,,,,,102.0,,96.0,104.0,,79.0,,,,,,,,,,no hatch data,2:23:00 AM,,29-May-90,,,,22.0,,,280,N,,,,,,,280,,,,,,,,,,,1990.0
19,Y,,,,,,,,105.0,,97.0,90.0,,75.0,,,136.0,0.0,,,,,,taken to UNCW,12:16:00 AM,,30-May-90,,,,13.3,,,277,Y,,,,,,277,,,,,,,,,,,,1990.0
20,Y,,,,,,,,100.0,,96.0,91.0,,76.0,,66.0,,,92.0,19.0,0.0,0.0,0.0,,1:00:00 AM,5-Aug-90,31-May-90,,,,35.0,,,278,N,,,,,,,278,,,,,,,,,,,1990.0
21,N,,,,,,,,,,,,,,,62.0,,,126.0,10.0,4.0,0.0,0.0,,4:27:00 AM,1-Aug-90,31-May-90,,,,21.0,,,277,N,,,,,,,277,,,,,,,,,,,1990.0
22,Y,,,,,,,,93.0,,83.0,90.0,,65.0,,65.0,,,87.0,4.0,0.0,0.0,0.0,,10:15:00 AM,7-Aug-90,3-Jun-90,,,,21.5,,,277,N,,,,,,,277,,,,,,,,,,,1990.0
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,1990.0
24,Y,,,,,,,,101.5,,97.0,104.0,,81.0,,,,,55.0,54.0,0.0,0.0,0.0,raccoons predated ~50 eggs,11:32:00 PM,,3-Jun-90,,,,5.4,,,281,N,,,,,,,281,,,,,,,,,,,1990.0
25,Y,,,,,,,,104.0,,90.0,,,,,65.0,,,110.0,17.0,8.0,0.0,0.0,,2:33:00 AM,8-Aug-90,4-Jun-90,,,,,,,276,N,,,,,,,276,,,,,,,,,,,1990.0
26,Y,,,,,,,,108.0,,95.0,102.5,,76.3,,63.0,,,112.0,24.0,0.0,1.0,0.0,,3:16:00 AM,6-Aug-90,4-Jun-90,,,,18.0,,,277,N,,,,,,,277,,,,,,,,,,,1990.0
27,Y,,,,,,,,102.0,,93.0,92.0,,74.0,,,,,110.0,10.0,0.0,0.0,0.0,,11:11:00 PM,,5-Jun-90,,,,15.6,,,275,N,,,,,,,275,,,,,,,,,,,1990.0
28,Y,,,,,,,,102.0,,106.0,71.0,,94.0,,,,,120.0,10.0,0.0,0.0,1.0,,9:19:00 PM,,6-Jun-90,,,,7.1,,,284,N,,,,,,,284,,,,,,,,,,,1990.0
29,Y,,,,,,,,92.0,,88.0,95.0,,70.0,,62.0,117.0,0.0,98.0,1.0,2.0,0.0,0.0,,10:45:00 PM,7-Aug-90,6-Jun-90,99.0,97.0,,17.5,,,280,Y,99.0,,,,,280,280,,,,,,,,,,,1990.0
30,N,,,,,,,,,,,,,,,60.0,,,98.0,7.0,0.0,1.0,0.0,,11:30:00 PM,6-Aug-90,7-Jun-90,,,,15.0,,,280,N,,,,,,,280,,,,,,,,,,,1990.0
31,Y,,,,,,,,,,,,,,,,,,0.0,,,,,destroyed by racoons,3:05:00 AM,,7-Jun-90,,,,8.4,,,281,N,,,,,,,281,,,,,,,,,,,1990.0
32,Y,,,,,,,,98.0,,97.0,91.0,,71.0,,68.0,,,105.0,3.0,0.0,1.0,0.0,,10:15:00 PM,14-Aug-90,7-Jun-90,,,,14.4,,,275,N,,,,,,,275,,,,,,,,,,,1990.0
33,Y,,,,,,,,109.0,,103.0,98.0,,77.0,,65.0,,,162.0,3.0,0.0,0.0,0.0,,2:30:00 AM,11-Aug-90,7-Jun-90,,,,23.6,,,279,N,,,,,,,279,,,,,,,,,,,1990.0
