Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time,year
84,Y,Cc,,,SSN097,E,SSN096,E,113.0,,99.0,,,,,,148.0,0.0,,,,,,lost to Fran,2:15:00 AM,,23-Jul-96,,,,,,,281,Y,,,,,,281,281,,South,,,,,,,,,1996.0
85,Y,Cc,,,SSN087,E,QQR545,E,111.0,,99.0,,,,,,102.0,0.0,,,,,,lost to Fran,1:15:00 AM,,24-Jul-96,,,,,,,280,Y,,,,,,280,281,,South,,,,,,,,,1996.0
86,Y,Cc,,,SSN098,,QQR505,,105.0,,95.0,,,,,,126.0,0.0,,,,,,lost to Fran,1:50:00 AM,,24-Jul-96,,,,,,,280,Y,,,,,,280,281,,South,,,,,,,,,1996.0
87,N,,,,,,,,,,,,,,,,,,,,,,,lost to Fran,3:00:00 AM,,24-Jul-96,,,,,,,282,N,,,,,,,282,South,,,,,,,,,,1996.0
88,Y,Cc,,,QQR573,E,QQR575,E,,,,,,,,,129.0,1.0,,,,,,lost to Fran,3:50:00 AM,,24-Jul-96,,,,,,,279,Y,,,,,,279,279,,East,,,,,,,,,1996.0
89,Y,Cc,,,SSN115,E,QQM348,E,98.7,,70.9,,,,,67.0,,,100.0,16.0,9.0,1.0,6.0,,9:30:00 PM,29-Sep-96,25-Jul-96,,,,,,,280,N,,,,,,,280,South,,,,,,,,,,1996.0
90,Y,Cc,,,SSN120,E,SSJ646,E,102.8,,92.6,,,,,,,,,,,,,lost to Fran,11:00:00 PM,,25-Jul-96,,,,,,,276,N,,,,,,,276,East,,,,,,,,,,1996.0
91,Y,Cc,,,SSA011,E,SSN099,E,108.0,,97.0,,,,,,155.0,0.0,,,,,,lost to Fran,12:12:00 AM,,26-Jul-96,,,,,,,279,Y,,,,,,279,279,,East,,,,,,,,,1996.0
92,Y,Cc,,,QQM237,E,SSJ667,E,99.6,,92.7,,,,,,99.0,0.0,,,,,,lost to Fran,5:00:00 AM,,28-Jul-96,,,,,,,279,Y,,,,,,279,279,,East,,,,,,,,,1996.0
93,Y,Cc,,,QQM361,E,QQM254,E,110.0,,102.0,,,,,67.0,122.0,0.0,109.0,10.0,14.0,0.0,0.0,,10:53:00 PM,4-Oct-96,30-Jul-96,92.0,80.0,,,,,280,Y,119.0,,,,,280,280,,South,,,,,,,,,1996.0
94,N,,,,,,,,,,,,,,,,,,,,,,,lost to Fran,4:45:00 AM,,31-Jul-96,,,,,,,280,N,,,,,,,280,South,,,,,,,,,,1996.0
95,N,,,,,,,,,,,,,,,,,,,,,,,lost to Fran,6:25:00 AM,,4-Aug-96,,,,,,,282,N,,,,,,,282,South,,,,,,,,,,1996.0
96,N,,,,,,,,,,,,,,,,139.0,0.0,0.0,139.0,0.0,0.0,0.0,,4:20:00 AM,,8-Aug-96,0.0,0.0,,,,,280,Y,139.0,,,,,280,280,,South,,,,,,,,,1996.0
97,Y,Cc,,,SSN115,E,QQM348,E,106.0,,92.0,,,,,,,,0.0,129.0,0.0,0.0,0.0,,12:52:00 AM,,9-Aug-96,,,,,,,280,N,,,,,,,280,South,,,,,,,,,,1996.0
98,N,,,,,,,,,,,,,,,,,,,,,,,lost to Fran,5:00:00 AM,,11-Aug-96,,,,,,,277,N,,,,,,,277,East,,,,,,,,,,1996.0
99,Y,Cc,,,SSN191,A,SSN100,A,106.3,,96.1,,,,,,130.0,4.0,,,,,,lost to Fran,5:30:00 AM,,14-Aug-96,,,,,,,279,Y,,,,,,279,279,,East,,,,,,,,,1996.0
1,Y,Cc,,,SSA027,A,QQV345,E,108.0,,96.0,100.5,,82.0,,,,,45.0,79.0,8.0,0.0,1.0,,11:20:00 PM,,28-May-97,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1997.0
2,Y,Cc,,,SSA044,A,QQM256,E,106.5,,96.5,96.5,,75.5,,,,,0.0,72.0,0.0,0.0,0.0,,2:41:00 AM,,30-May-97,,,,,,,278,N,,,,,,,278,,,,,,,,,,,1997.0
3,Y,Cc,,,SSJ657,E,SSA043,A,110.0,,100.0,103.3,,76.5,,69.0,,,109.0,35.0,1.0,0.0,0.0,,11:33:00 PM,7-Aug-97,30-May-97,,,,,,,277,N,,,,,,,277,,,,,,,,,,,1997.0
4,N,Cc,,,,,,,,,,,,,,67.0,157.0,0.0,114.0,31.0,11.0,0.0,1.0,,3:00:00 AM,6-Aug-97,31-May-97,78.0,71.0,,,,,281,Y,146.0,,,,,281,,,,,,,,,,,,1997.0
5,Y,Cc,,,SSJ616,E,SSA069,A,103.0,,93.0,92.0,,71.5,,67.0,,,18.0,116.0,1.0,0.0,0.0,,2:55:00 AM,12-Aug-97,5-Jun-97,,,,,,,277,N,,,,,,,277,,,,,,,,,,,1997.0
6,Y,Cc,,,SSJ704,E,SSA074,E,103.0,,95.5,92.7,,73.5,,57.0,,,94.0,28.0,22.0,3.0,0.0,,2:52:00 AM,5-Aug-97,8-Jun-97,,,,,,,281,N,,,,,,,281,,,,,,,,,,,1997.0
7,Y,Cc,,,SSA036,A,SSA034,A,93.5,,82.5,88.0,,64.5,,60.0,,,95.0,10.0,0.0,0.0,1.0,,2:41:00 AM,9-Aug-97,9-Jun-97,,,,,,,282,N,,,,,,,282,,,,,,,,,,,1997.0
8,Y,Cc,,,SSA040,A,SSA042,A,104.5,,97.5,94.8,,72.0,,59.0,,,110.0,7.0,0.0,0.0,0.0,,4:26:00 AM,10-Aug-97,11-Jun-97,,,,,,,282,N,,,,,,,282,,,,,,,,,,,1997.0
9,Y,Cc,,,SSJ707,E,SSA031,A,110.0,,98.0,99.0,,79.0,,54.0,134.0,0.0,111.0,16.0,27.0,3.0,7.0,,2:03:00 AM,7-Aug-97,13-Jun-97,83.0,60.0,,,,,282,Y,134.0,,,,,282,282,,,,,,,,,,,1997.0
10,Y,Cc,,,QQM361,,QQM254,,109.0,,105.0,99.0,,76.0,,55.0,151.0,0.0,119.0,11.0,14.0,7.0,0.0,,10:05:00 PM,8-Aug-97,13-Jun-97,92.0,75.0,,,,,280,Y,130.0,,,,,280,282,,,,,,,,,,,1997.0
11,Y,Cc,,,SSA070,A,SSA060,A,97.0,,90.0,91.0,,70.5,,64.0,143.0,0.0,121.0,21.0,1.0,1.0,0.0,,11:30:00 PM,12-Aug-97,13-Jun-97,85.0,84.0,,,,,281,Y,142.0,,,,,281,282,,,,,,,,,,,1997.0
12,Y,Cc,,,SSA057,A,SSA058,A,94.0,,98.0,87.5,,76.5,,,142.0,0.0,118.0,22.0,1.0,1.0,2.0,,11:15:00 PM,,18-Jun-97,83.0,82.0,,,,,282,Y,142.0,,,,,282,283,,,,,,,,,,,1997.0
13,Y,Cc,,,,,,,89.0,,95.0,,,,,53.0,120.0,0.0,108.0,8.0,4.0,0.0,0.0,,1:39:00 AM,12-Aug-97,19-Jun-97,93.0,90.0,,,,,278,Y,116.0,,,,,278,278,,,,,,,,,,,1997.0
14,Y,Cc,,,SSK335,,SSN045,,104.0,,96.0,97.5,,73.5,,,115.0,0.0,76.0,32.0,0.0,2.0,2.0,,11:26:00 PM,,20-Jun-97,69.0,67.0,,,,,279,Y,110.0,,,,,279,279,,,,,,,,,,,1997.0
15,Y,,,,SSJ657,,SSA043,,110.0,,100.0,103.3,,76.5,,,171.0,0.0,90.0,21.0,20.0,3.0,38.0,,10:20:00 PM,19-Aug-97,23-Jun-97,60.0,45.0,,,,,278,Y,149.0,,,,,278,278,,,,,,,,,,,1997.0
16,Y,Cc,,,SSA045,A,QQM365,E,104.5,,91.0,97.9,,72.7,,52.0,166.0,0.0,136.0,22.0,5.0,0.0,3.0,,11:40:00 PM,15-Aug-97,23-Jun-97,84.0,81.0,,,,,278,Y,161.0,,,,,278,278,,,,,,,,,,,1997.0
17,Y,Cc,,,SSA059,A,SSA063,A,96.5,,86.5,90.0,,67.0,,56.0,125.0,0.0,43.0,72.0,0.0,0.0,1.0,,12:32:00 AM,20-Aug-97,24-Jun-97,37.0,37.0,,,,,279,Y,116.0,,,,,279,279,,,,,,,,,,,1997.0
18,N,Cc,,,,,,,,,,,,,,53.0,113.0,0.0,83.0,27.0,10.0,0.0,2.0,,11:49:00 PM,17-Aug-97,24-Jun-97,74.0,65.0,,,,,279,Y,112.0,,,,,279,279,,,,,,,,,,,1997.0
19,Y,Cc,,,SSA040,E,SSA048,A,104.0,,99.0,95.0,,73.0,,57.0,,,89.0,7.0,2.0,0.0,0.0,,10:00:00 PM,21-Aug-97,25-Jun-97,,,,,,,283,N,,,,,,,283,,,,,,,,,,,1997.0
20,Y,Cc,,,SSA036,,SSA034,,93.5,,86.0,88.3,,66.0,,61.0,109.0,0.0,95.0,14.0,0.0,0.0,1.0,,11:49:00 PM,26-Aug-97,26-Jun-97,86.0,86.0,,,,,281,Y,110.0,,,,,281,282,,,,,,,,,,,1997.0
21,Y,Cc,,,SSA033,E,SSA038,E,101.0,,93.5,,,,,59.0,,,129.0,6.0,0.0,1.0,1.0,,1:15:00 AM,26-Aug-97,28-Jun-97,,,,,,,281,N,,,,,,,281,,,,,,,,,,,1997.0
22,Y,Cc,,,SSA067,A,SSA061,A,102.5,,94.0,96.5,,76.5,,60.0,120.0,0.0,82.0,33.0,21.0,0.0,4.0,,3:47:00 AM,27-Aug-97,28-Jun-97,69.0,51.0,,,,,279,Y,119.0,,,,,279,279,,,,,,,,,,,1997.0
23,Y,Cc,,,SSJ763,E,SSJ771,E,104.0,,94.5,93.0,,71.3,,58.0,123.0,,94.0,16.0,4.0,0.0,1.0,,12:59:00 AM,26-Aug-97,29-Jun-97,,,,,,,284,Y,,,,,,284,284,,,,,,,,,,,1997.0
24,Y,Cc,,,QQM361,,QQM254,,107.0,,101.0,99.0,,76.0,,58.0,126.0,0.0,121.0,5.0,4.0,9.0,0.0,,10:06:00 PM,26-Aug-97,29-Jun-97,96.0,86.0,,,,,281,Y,126.0,,,,,281,282,,,,,,,,,,,1997.0
25,Y,Cc,,,SSA070,E,SSA060,E,103.0,,95.0,92.0,,71.5,,59.0,,,106.0,12.0,11.0,1.0,0.0,,11:35:00 PM,27-Aug-97,29-Jun-97,,,,,,,282,N,,,,,,,282,,,,,,,,,,,1997.0
26,Y,,,,SSJ707,E,SSA031,E,108.0,,99.0,100.0,,77.0,,57.0,144.0,0.0,138.0,7.0,1.0,8.0,0.0,,3:00:00 AM,26-Aug-97,30-Jun-97,95.0,89.0,,,,,280,Y,145.0,,,,,280,280,,,,,,,,,,,1997.0
27,Y,Cc,,,SSA046,A,SSA047,A,90.5,,83.5,84.0,,64.0,,,86.0,0.0,0.0,83.0,0.0,0.0,0.0,,10:17:00 PM,,30-Jun-97,0.0,0.0,,,,,281,Y,83.0,,,,,281,282,,,,,,,,,,,1997.0
28,Y,Cc,,,SSA051,A,SSA054,A,90.5,,89.0,85.2,,72.3,,56.0,90.0,0.0,80.0,5.0,5.0,1.0,0.0,,11:00:00 PM,26-Aug-97,1-Jul-97,94.0,87.0,,,,,281,Y,85.0,,,,,281,282,,,,,,,,,,,1997.0
29,Y,Cc,,,SSK349,,SSK350,,102.0,,92.0,95.0,,72.5,,54.0,,,116.0,7.0,0.0,0.0,1.0,,3:37:00 AM,28-Aug-97,3-Jul-97,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1997.0
30,Y,Cc,,,SSA057,E,SSA058,E,98.0,,96.0,86.5,,76.0,,54.0,151.0,0.0,101.0,8.0,0.0,0.0,2.0,,3:50:00 AM,28-Aug-97,3-Jul-97,91.0,91.0,,,,,282,Y,111.0,,,,,282,282,,,,,,,,,,,1997.0
31,Y,Cc,,,SSK335,E,SSN045,A,104.5,,95.0,97.3,,70.0,,54.0,134.0,0.0,84.0,43.0,3.0,0.0,1.0,,4:25:00 AM,27-Aug-97,4-Jul-97,66.0,63.0,,,,,280,Y,128.0,,,,,280,280,,,,,,,,,,,1997.0
32,N,Cc,,,,,,,,,,,,,,64.0,,,106.0,47.0,4.0,0.0,0.0,,1:12:00 AM,9-Sep-97,6-Jul-97,,,,,,,277,N,,,,,,,277,,,,,,,,,,,1997.0
33,N,Cc,,,,,,,,,,,,,,54.0,122.0,0.0,84.0,27.0,2.0,0.0,1.0,,2:59:00 AM,29-Aug-97,6-Jul-97,75.0,73.0,,,,,280,Y,112.0,,,,,280,282,,,,,,,,,,,1997.0
34,Y,Cc,,,SSA064,A,SSA062,A,98.0,,98.5,88.3,,75.6,,55.0,125.0,0.0,102.0,20.0,16.0,0.0,4.0,,9:42:00 PM,30-Aug-97,6-Jul-97,81.0,68.0,,,,,279,Y,126.0,,,,,279,279,,,,,,,,,,,1997.0
35,Y,Cc,,,SSA049,A,SSA050,A,110.0,,100.0,96.0,,76.0,,58.0,148.0,0.0,137.0,5.0,1.0,0.0,0.0,,9:55:00 PM,3-Sep-97,6-Jul-97,96.0,96.0,,,,,284,Y,142.0,,,,,284,283,,,,,,,,,,,1997.0
36,Y,Cc,,,SSA045,,QQM365,,104.0,,99.0,,,,,60.0,144.0,0.0,130.0,12.0,2.0,0.0,1.0,,1:59:00 AM,5-Sep-97,7-Jul-97,91.0,90.0,,,,,279,Y,143.0,,,,,279,,,,,,,,,,,,1997.0
37,N,Cc,,,,,,,,,,,,,,58.0,141.0,1.0,133.0,2.0,5.0,13.0,2.0,,12:29:00 AM,3-Sep-97,7-Jul-97,96.0,83.0,,,,,281,Y,138.0,,,,,281,281,,,,,,,,,,,1997.0
38,Y,Cc,,,SSA040,E,SSA071,A,103.5,,95.0,96.0,,72.0,,55.0,107.0,0.0,84.0,6.0,0.0,0.0,0.0,,1:56:00 AM,3-Sep-97,9-Jul-97,93.0,93.0,,,,,283,Y,90.0,,,,,283,282,,,,,,,,,,,1997.0
39,Y,Cc,,,SSJ724,E,SSJ725,E,108.0,,98.0,100.0,,74.0,,59.0,,,133.0,10.0,0.0,1.0,0.0,,12:23:00 AM,8-Sep-97,10-Jul-97,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1997.0
40,Y,Cc,,,SSJ763,E,SSJ771,E,104.0,,97.0,96.0,,72.0,,60.0,129.0,0.0,100.0,24.0,0.0,0.0,2.0,,4:14:00 AM,8-Sep-97,10-Jul-97,79.0,79.0,,,,,281,Y,126.0,,,,,281,282,,,,,,,,,,,1997.0
41,Y,Cc,,,SSA030,E,SSA029,E,100.5,,97.0,93.0,,74.5,,61.0,137.0,0.0,120.0,9.0,11.0,0.0,0.0,,10:36:00 PM,9-Sep-97,10-Jul-97,93.0,84.0,,,,,279,Y,129.0,,,,,279,279,,,,,,,,,,,1997.0
42,Y,Cc,,,,,SSA034,E,,,,,,,,60.0,,,106.0,5.0,0.0,0.0,0.0,,3:37:00 AM,9-Sep-97,11-Jul-97,,,,,,,282,N,,,,,,,282,,,,,,,,,,,1997.0
43,Y,Cc,,,SSJ616,E,SSA069,E,99.5,,94.0,92.0,,71.0,,53.0,119.0,1.0,86.0,24.0,0.0,0.0,0.0,,12:25:00 AM,4-Sep-97,12-Jul-97,77.0,77.0,,,,,283,Y,111.0,,,,,283,283,,,,,,,,,,,1997.0
44,Y,Cc,,,QQM361,E,QQM254,E,106.0,,101.0,97.0,,75.0,,57.0,137.0,0.0,117.0,17.0,5.0,1.0,1.0,,2:52:00 AM,8-Sep-97,12-Jul-97,87.0,82.0,,,,,284,Y,135.0,,,,,284,284,,,,,,,,,,,1997.0
45,Y,Cc,,,QQP064,A,QQP065,A,94.5,,91.0,89.2,,71.5,,,,,63.0,46.0,0.0,0.0,1.0,,12:38:00 AM,,14-Jul-97,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1997.0
46,Y,Cc,,,SSA057,E,SSA058,E,93.0,,97.5,87.0,,77.5,,55.0,139.0,0.0,123.0,12.0,5.0,0.0,1.0,,11:27:00 PM,8-Sep-97,14-Jul-97,90.0,87.0,,,,,280,Y,136.0,,,,,280,283,,,,,,,,,,,1997.0
47,Y,Cc,,,SSA065,E,SSN045,E,101.0,,94.5,94.5,,72.0,,59.0,141.0,0.0,52.0,83.0,0.0,1.0,0.0,,1:13:00 AM,14-Sep-97,16-Jul-97,39.0,38.0,,,,,281,Y,135.0,,,,,281,282,,,,,,,,,,,1997.0
48,Y,Cc,,,SSA032,A,SSJ676,E,106.5,,100.5,100.5,,76.5,,56.0,158.0,0.0,129.0,22.0,63.0,0.0,1.0,,3:21:00 AM,11-Sep-97,17-Jul-97,85.0,43.0,,,,,277,Y,152.0,,,,,277,276,,,,,,,,,,,1997.0
49,N,Cc,,,,,,,,,,,,,,55.0,117.0,0.0,104.0,8.0,3.0,3.0,1.0,,3:20:00 AM,11-Sep-97,17-Jul-97,92.0,87.0,,,,,280,Y,113.0,,,,,280,282,,,,,,,,,,,1997.0
50,N,Cc,,,,,,,,,,,,,,59.0,,,112.0,11.0,0.0,0.0,0.0,,5:45:00 AM,14-Sep-97,17-Jul-97,,,,,,,278,N,,,,,,,278,,,,,,,,,,,1997.0
51,Y,Cc,,,SSJ694,E,SSA072,A,95.0,,86.0,89.7,,66.5,,62.0,98.0,4.0,57.0,55.0,3.0,0.0,0.0,,9:38:00 PM,18-Sep-97,17-Jul-97,49.0,47.0,,,,,275,Y,116.0,,,,,275,277,,,,,,,,,,,1997.0
52,Y,,,,SSJ657,E,SSA043,E,110.0,,102.5,102.5,,80.5,,58.0,148.0,0.0,111.0,6.0,14.0,6.0,7.0,,11:45:00 PM,14-Sep-97,17-Jul-97,90.0,73.0,,,,,276,Y,124.0,,,,,276,278,,,,,,,,,,,1997.0
53,,Cc,,,,,,,,,,,,,,60.0,114.0,0.0,101.0,9.0,8.0,0.0,1.0,,2:34:00 AM,19-Sep-97,20-Jul-97,91.0,84.0,,,,,278,Y,111.0,,,,,278,,,,,,,,,,,,1997.0
54,Y,Cc,,,QQP861,A,QQM365,E,103.5,,96.0,97.5,,72.5,,58.0,154.0,0.0,136.0,9.0,5.0,0.0,1.0,,10:30:00 PM,17-Sep-97,20-Jul-97,93.0,90.0,,,,,278,Y,146.0,,,,,278,278,,,,,,,,,,,1997.0
55,Y,Cc,,,SSA040,,SSA071,,103.0,,96.0,96.0,,71.5,,58.0,102.0,0.0,89.0,8.0,0.0,0.0,0.0,,1:00:00 AM,18-Sep-97,21-Jul-97,92.0,92.0,,,,,281,Y,97.0,,,,,281,280,,,,,,,,,,,1997.0
56,Y,Cc,,,QQP853,A,QQP867,A,96.0,,87.5,90.5,,69.5,,60.0,102.0,1.0,97.0,2.0,3.0,0.0,0.0,,5:00:00 AM,20-Sep-97,21-Jul-97,97.0,94.0,,,,,280,Y,100.0,,,,,280,280,,,,,,,,,,,1997.0
57,Y,Cc,,,SSJ724,E,SSJ725,E,107.0,,98.5,100.0,,76.0,,60.0,163.0,0.0,141.0,13.0,5.0,22.0,4.0,,1:47:00 AM,21-Sep-97,22-Jul-97,89.0,72.0,,,,,280,Y,158.0,,,,,280,282,,,,,,,,,,,1997.0
58,,Cc,,,,,,,,,,,,,,58.0,115.0,0.0,97.0,13.0,4.0,1.0,3.0,,5:44:00 AM,19-Sep-97,22-Jul-97,86.0,81.0,,,,,278,Y,113.0,,,,,278,,,,,,,,,,,,1997.0
59,Y,Cc,,,QQP866,A,QQP855,A,94.0,,90.0,89.0,,70.0,,59.0,115.0,0.0,111.0,0.0,12.0,0.0,0.0,,10:30:00 PM,24-Sep-97,26-Jul-97,100.0,89.0,,,,,281,Y,111.0,,,,,281,282,,,,,,,,,,,1997.0
60,Y,Cc,,,SSA057,,SSA058,,92.5,,97.5,,,,,61.0,,,137.0,7.0,2.0,0.0,0.0,,4:20:00 AM,27-Sep-97,27-Jul-97,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1997.0
61,Y,Cc,,,QQP858,A,QQP860,A,101.5,,94.0,97.0,,72.0,,,154.0,0.0,134.0,5.0,0.0,1.0,1.0,,12:10:00 AM,,28-Jul-97,96.0,95.0,,,,,278,Y,140.0,,,,,278,278,,,,,,,,,,,1997.0
62,Y,Cc,,,SSA070,,SSA060,,100.0,,93.0,92.0,,74.0,,57.0,100.0,0.0,94.0,2.0,2.0,0.0,3.0,,11:30:00 PM,26-Sep-97,30-Jul-97,95.0,93.0,,,,,281,Y,99.0,,,,,281,282,,,,,,,,,,,1997.0
63,Y,Cc,,,QQP852,A,QQP851,A,,,,,,,,61.0,111.0,0.0,101.0,7.0,1.0,1.0,0.0,,12:15:00 AM,1-Oct-97,31-Jul-97,94.0,92.0,,,,,280,Y,108.0,,,,,280,282,,,,,,,,,,,1997.0
64,Y,Cc,,,SSA027,E,QQV345,E,108.0,,92.0,102.0,,75.5,,59.0,134.0,1.0,110.0,25.0,1.0,0.0,0.0,,11:12:00 PM,29-Sep-97,31-Jul-97,81.0,80.0,,,,,278,Y,136.0,,,,,278,278,,,,,,,,,,,1997.0
65,Y,Cc,,,SSJ763,E,SSA068,E,105.0,,97.0,95.5,,73.3,,66.0,66.0,1.0,63.0,2.0,0.0,0.0,0.0,,11:10:00 PM,7-Oct-97,2-Aug-97,95.0,95.0,,,,,278,Y,66.0,,,,,278,278,,,,,,,,,,,1997.0
66,N,Cc,,,,,,,,,,,,,,55.0,100.0,0.0,91.0,1.0,4.0,0.0,2.0,,3:00:00 AM,27-Sep-97,3-Aug-97,97.0,93.0,,,,,283,Y,94.0,,,,,283,283,,,,,,,,,,,1997.0
67,Y,Cc,,,SSJ724,,SSJ725,,108.0,,98.0,101.0,,78.0,,68.0,,,134.0,11.0,1.0,0.0,0.0,,11:32:00 PM,10-Oct-97,3-Aug-97,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1997.0
68,Y,Cc,,,SSJ700,,QQV427,,104.0,,93.0,98.5,,75.0,,64.0,126.0,0.0,120.0,5.0,9.0,1.0,0.0,,1:24:00 AM,7-Oct-97,4-Aug-97,96.0,88.0,,,,,281,Y,125.0,,,,,281,281,,,,,,,,,,,1997.0
69,Y,Cc,,,QQP861,,QQM365,,103.0,,97.0,98.5,,72.5,,68.0,142.0,0.0,138.0,2.0,4.0,0.0,0.0,,1:30:00 AM,11-Oct-97,4-Aug-97,99.0,96.0,,,,,279,Y,140.0,,,,,279,279,,,,,,,,,,,1997.0
70,Y,Cc,,,SSA056,A,QQP868,A,97.5,,86.0,91.8,,66.6,,69.0,82.0,0.0,76.0,3.0,3.0,0.0,0.0,,2:30:00 AM,13-Oct-97,5-Aug-97,96.0,92.0,,,,,280,Y,79.0,,,,,280,280,,,,,,,,,,,1997.0
71,Y,Cc,,,QQP870,A,QQP871,A,92.0,,80.0,85.5,,68.0,,62.0,,,62.0,6.0,2.0,0.0,0.0,,11:20:00 PM,8-Oct-97,7-Aug-97,,,,,,,276,N,,,,,,,276,,,,,,,,,,,1997.0
72,N,Cc,,,,,,,,,,,,,,68.0,140.0,0.0,113.0,13.0,3.0,5.0,7.0,,2:11:00 AM,15-Oct-97,8-Aug-97,85.0,79.0,,,,,280,Y,133.0,,,,,280,280,,,,,,,,,,,1997.0
73,Y,Cc,,,QQP866,E,QQP855,E,94.0,,91.0,89.0,,71.0,,65.0,119.0,1.0,121.0,3.0,1.0,0.0,0.0,,3:04:00 AM,13-Oct-97,9-Aug-97,97.0,96.0,,,,,283,Y,125.0,,,,,283,283,,,,,,,,,,,1997.0
74,Y,Cc,,,SSJ657,E,SSA043,E,,,,,,,,,,,3.0,132.0,3.0,0.0,0.0,,3:20:00 AM,,12-Aug-97,,,,,,,276,N,,,,,,,276,,,,,,,,,,,1997.0
75,,Cc,,,,,,,,,,,,,,71.0,,,102.0,4.0,17.0,0.0,0.0,,,23-Oct-97,,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1997.0
1,,Cc,,,QQM251,,QQM250,,105.0,,93.5,99.2,,76.3,,,,,,,,,,,3:00:00 AM,,15-May-98,,,,,33.8536,-77.99095,281,N,,33.8536,-77.99095,,,,281,,,,,,,,,,,1998.0
2,Y,Cc,,,SSA013,A,QQR543,E,98.5,,93.0,96.4,,73.8,,54.0,151.0,,139.0,6.0,0.0,5.0,5.0,,6:00:00 AM,24-Jul-98,31-May-98,,,,,33.8431333,-77.96328000000003,280,Y,,33.843720000000005,-77.96475,33.8431333,-77.96328000000003,280,,,,,,,,,,,,1998.0
3,Y,Cc,,,,,,,103.0,,95.0,96.0,,76.0,,59.0,,,126.0,22.0,0.0,26.0,1.0,,2:08:00 AM,30-Jul-98,1-Jun-98,,,,,30.84363,-77.9643,280,N,,30.84363,-77.9643,,,,280,,,,,,,,,,,1998.0
4,Y,Cc,,,QQM251,E,QQM250,E,105.0,,93.5,99.2,,76.3,,59.0,,,123.0,3.0,0.0,14.0,0.0,,2:00:00 AM,30-Jul-98,1-Jun-98,,,,,33.84533,-77.96785,280,N,,33.84533,-77.96785,,,,280,,,,,,,,,,,1998.0
5,Y,Cc,,,QQV572,,QQV575,,102.2,,101.0,96.7,,71.2,,58.0,,,162.0,6.0,0.0,36.0,0.0,,1:36:00 AM,30-Jul-98,2-Jun-98,,,,,33.84322,-77.963466,280,N,,33.84322,-77.963466,,,,280,,,,,,,,,,,1998.0
6,Y,Cc,,,SSN118,A,SSA015,A,92.7,,86.0,82.5,,71.0,,55.0,111.0,,98.0,15.0,0.0,1.0,0.0,,1:18:00 AM,30-Jul-98,5-Jun-98,,,,,33.84277,-77.96295,280,Y,,33.84455,-77.9657,33.84277,-77.96295,280,,,,,,,,,,,,1998.0
7,Y,Cc,,,SSN161,E,QQM276,E,95.0,,90.0,88.5,,73.4,,61.0,,,110.0,2.0,4.0,4.0,0.0,Fort Fisher,11:15:00 PM,8-Aug-98,8-Jun-98,,,,,33.89528,-77.95338000000002,276,N,,33.89528,-77.95338000000002,,,,276,,,,,,,,,,,1998.0
8,Y,Cc,,,QQM325,E,SSJ615,E,108.5,,96.0,98.8,,81.5,,,,,81.0,34.0,0.0,0.0,0.0,,4:15:00 AM,,10-Jun-98,,,,,33.8456166,-77.9593,279,N,,33.8456166,-77.9593,,,,279,,,,,,,,,,,1998.0
9,Y,Cc,,,QQM237,,SSJ667,,94.5,,92.0,90.6,,68.3,,56.0,,,103.0,13.0,1.0,2.0,0.0,Fort Fisher,1:20:00 AM,8-Aug-98,13-Jun-98,,,,,33.872170000000004,-77.95812,277,N,,33.872170000000004,-77.95812,,,,277,,,,,,,,,,,1998.0
10,Y,Cc,,,SSA021,A,QQV573,A,104.0,,101.0,97.0,,75.0,,57.0,138.0,,82.0,60.0,6.0,1.0,0.0,,2:49:00 AM,10-Aug-98,14-Jun-98,,,,,33.84297,-77.96855,280,Y,,33.84537,-77.96855,33.84297,-77.96855,280,,,,,,,,,,,,1998.0
11,Y,Cc,,,SSN164,,SSN171,,108.0,,103.0,99.0,,77.0,,58.0,,,48.0,125.0,1.0,0.0,0.0,,1:25:00 AM,12-Aug-98,15-Jun-98,,,,,33.84328,-77.9641,280,N,,33.84328,-77.9641,,,,280,,,,,,,,,,,1998.0
12,Y,Cc,,,SSN159,A,SSJ746,E,105.0,,96.0,95.5,,79.5,,57.0,,,126.0,12.0,0.0,0.0,0.0,,2:15:00 AM,11-Aug-98,15-Jun-98,,,,,33.84443,-77.95935,279,N,,33.84443,-77.95935,,,,279,,,,,,,,,,,1998.0
